ID,P0,P1,P2,P3,P4,P5,P6,v1,v2,v3
9708,24,0.2,0.14,11,0.7,28,13,8231.15,349,3027.94
9709,25,0.1,0.08,8,0.6,26,23,7504.56,88.5,2666.23
9710,25,0.1,0.08,8,0.6,26,28,7679.91,55.5,2717.42
9711,24,0.05,0.11,2,0.9,26,23,7144.81,453,2247.35
9712,24,0.05,0.11,2,0.9,26,28,7584.44,224.5,2382.35
9713,24,0.2,0.14,11,0.7,28,28,8592.64,223.5,3140.88
9714,24,0.05,0.11,2,0.9,26,13,6666.55,445,2108.44
9715,24,0.05,0.11,2,0.9,26,18,6668.59,444,2109.05
9716,22,0.05,0.11,8,0.7,25,13,8333.96,730.5,3110.4
9717,22,0.05,0.11,8,0.7,25,18,8335.5,730.5,3110.94
9718,22,0.05,0.11,8,0.7,25,23,8451,712,3148.52
9719,22,0.05,0.11,8,0.7,25,28,8702.8,652,3234.71
9720,26,0.05,0.05,8,0.9,26,13,7706.1,71,2710.09
9721,26,0.05,0.05,8,0.9,26,18,7707.7,71.5,2710.54
9722,26,0.05,0.05,8,0.9,26,23,8019.56,62.5,2798.51
9723,26,0.05,0.05,8,0.9,26,28,8475.82,18,2929.49
9724,24,0.2,0.08,2,0.9,26,13,8737.22,423,2600.43
9725,24,0.2,0.08,2,0.9,26,18,8739.18,422.5,2601.02
9726,24,0.2,0.08,2,0.9,26,23,9063.04,424,2697.21
9727,24,0.2,0.08,2,0.9,26,28,9541.4,216,2844.51
9728,26,0.1,0.05,2,0.8,26,13,7788.37,114,2332.31
9729,26,0.1,0.05,2,0.8,26,18,7789.36,114,2332.59
9730,26,0.1,0.05,2,0.8,26,23,7949.54,100.5,2377.65
9731,26,0.1,0.05,2,0.8,26,28,8253.04,56.5,2463.78
9732,23,0.2,0.11,11,0.7,25,13,9239.29,536,3381.09
9733,23,0.2,0.11,11,0.7,25,18,9240.77,535.5,3381.58
9734,23,0.2,0.11,11,0.7,25,23,9321.93,518,3408.21
9735,23,0.2,0.11,11,0.7,25,28,9598.94,440.5,3498.22
9736,23,0.05,0.08,8,0.8,26,13,8428.87,556,3065.14
9737,25,0.15,0.11,14,0.6,27,13,7699.07,56.5,3067.84
9738,23,0.05,0.08,8,0.8,26,23,8652.72,539,3132.31
9739,23,0.05,0.08,8,0.8,26,18,8430.51,554,3065.68
9740,25,0.15,0.11,14,0.6,27,23,7708.21,45,3072.63
9741,25,0.15,0.11,14,0.6,27,18,7700,56,3068.12
9742,25,0.15,0.11,14,0.6,27,28,7895.47,14,3129.12
9743,23,0.05,0.08,8,0.8,26,28,8998.11,440.5,3243.65
9744,26,0.1,0.05,14,0.7,27,28,8685.74,18.5,3350.93
9745,26,0.1,0.05,14,0.7,27,23,8452.17,37.5,3283.32
9746,26,0.1,0.05,14,0.7,27,18,8400.75,48.5,3268.28
9747,26,0.1,0.05,14,0.7,27,13,8399.9,48.5,3268.03
9748,25,0.1,0.11,2,0.7,27,28,6949.86,67.5,2123.56
9749,25,0.1,0.11,2,0.7,27,18,6636.57,186.5,2032.79
9750,25,0.1,0.11,2,0.7,27,23,6709.79,169,2053.74
9751,25,0.1,0.11,2,0.7,27,13,6635.51,187.5,2032.49
9752,22,0.05,0.08,14,0.8,28,28,10096.45,593.5,4062.85
9753,22,0.05,0.08,14,0.8,28,23,9719.27,664,3929.82
9754,22,0.05,0.08,14,0.8,28,18,9494.64,679.5,3862.01
9755,22,0.05,0.08,14,0.8,28,13,9492.77,679.5,3861.33
9756,25,0.2,0.08,2,0.9,28,13,8152.06,145.5,2391.74
9757,25,0.2,0.08,2,0.9,28,28,8932.93,44,2622.06
9758,25,0.2,0.08,2,0.9,28,23,8477.64,142.5,2486.72
9759,25,0.2,0.08,2,0.9,28,18,8153.86,145.5,2392.25
9760,22,0.05,0.05,2,0.9,27,28,11031,635,3557.64
9761,22,0.05,0.05,2,0.9,27,23,10505.72,722,3383.27
9762,22,0.05,0.05,2,0.9,27,18,10178.78,739.5,3284.39
9763,22,0.05,0.05,2,0.9,27,13,10176.75,739.5,3283.7
9764,22,0.1,0.14,8,0.7,26,18,8199.34,737,3034.5
9765,22,0.1,0.14,8,0.7,26,13,8197.69,737,3033.93
9766,22,0.1,0.14,8,0.7,26,28,8585.05,647,3164.17
9767,22,0.1,0.14,8,0.7,26,23,8302.35,715.5,3070.58
9768,22,0.15,0.14,5,0.6,26,18,8442.73,764,2866.36
9769,22,0.15,0.14,5,0.6,26,23,8453.95,748,2872.86
9770,22,0.15,0.14,5,0.6,26,13,8441.44,764,2865.91
9771,22,0.15,0.14,5,0.6,26,28,8656.13,699,2938.95
9772,26,0.2,0.08,5,0.7,27,13,7811.55,84.5,2458.16
9773,23,0.1,0.14,2,0.6,27,28,7377.63,566.5,2338.03
9774,25,0.1,0.14,14,0.9,26,28,7665.53,0,3109.95
9775,26,0.2,0.08,5,0.7,27,18,7812.42,84.5,2458.4
9776,26,0.2,0.08,5,0.7,27,23,7877.09,73.5,2476.46
9777,26,0.2,0.08,5,0.7,27,28,8101.15,38.5,2540.62
9778,25,0.15,0.14,11,0.8,26,13,7172.41,58,2723.65
9779,25,0.15,0.14,11,0.8,26,18,7174,57,2724.14
9780,25,0.15,0.14,11,0.8,26,23,7348.21,57,2781.76
9781,25,0.15,0.14,11,0.8,26,28,7743.02,1.5,2894.02
9782,23,0.1,0.14,2,0.6,27,18,7181.51,689.5,2276.69
9783,23,0.1,0.14,2,0.6,27,23,7187.3,649,2279.75
9784,23,0.1,0.14,2,0.6,27,13,7180.37,690,2276.33
9785,24,0.1,0.11,8,0.7,28,23,7531.47,359,2716.68
9786,24,0.1,0.11,8,0.7,28,18,7452.86,381,2692.78
9787,24,0.1,0.11,8,0.7,28,13,7451.63,382,2692.39
9788,24,0.1,0.11,8,0.7,28,28,7795.02,242.5,2797.51
9789,24,0.05,0.14,11,0.6,27,28,6989.63,257,2785.33
9790,24,0.2,0.08,11,0.8,27,18,9273.98,316,3338.11
9791,24,0.2,0.08,11,0.8,27,23,9456.24,309,3391.58
9792,24,0.05,0.14,11,0.6,27,23,6812.36,342,2731.31
9793,24,0.05,0.14,11,0.6,27,18,6777.88,363,2717.96
9794,24,0.2,0.08,11,0.8,27,28,9818.28,184.5,3505.1
9795,24,0.2,0.05,11,0.8,28,13,10463.64,288,3691.32
9796,24,0.05,0.14,11,0.6,27,13,6776.82,363.5,2717.62
9797,24,0.2,0.05,11,0.8,28,18,10465.03,287.5,3691.75
9798,24,0.2,0.05,11,0.8,28,23,10627.59,270.5,3739.58
9799,24,0.2,0.05,11,0.8,28,28,10970.76,154.5,3846.23
9800,24,0.2,0.08,11,0.8,27,13,9272.42,316.5,3337.61
9801,24,0.15,0.11,5,0.6,28,13,7757.72,452.5,2546.89
9802,24,0.15,0.11,5,0.6,28,18,7758.71,453,2547.19
9803,24,0.15,0.11,5,0.6,28,23,7760.73,422,2548.69
9804,24,0.15,0.11,5,0.6,28,28,7940.58,314,2602.66
9805,23,0.05,0.11,2,0.6,25,13,7315.08,677.5,2346.46
9806,23,0.05,0.11,2,0.6,25,23,7313.7,637.5,2350.27
9807,23,0.05,0.11,2,0.6,25,18,7316.14,677.5,2346.8
9808,23,0.05,0.11,2,0.6,25,28,7495.79,565.5,2403.57
9809,24,0.1,0.14,5,0.9,28,28,7651.15,205,2569.6
9810,24,0.1,0.14,5,0.9,28,18,6761.98,398.5,2296.79
9811,24,0.1,0.14,5,0.9,28,23,7187.29,404,2425.73
9812,26,0.1,0.11,2,0.7,26,23,6226.64,90.5,1886.23
9813,24,0.1,0.14,5,0.9,28,13,6759.76,399.5,2296.11
9814,26,0.1,0.11,2,0.7,26,18,6154.24,107.5,1866.08
9815,26,0.1,0.11,2,0.7,26,28,6456.12,47,1951.15
9816,26,0.1,0.11,2,0.7,26,13,6153.32,107.5,1865.82
9817,25,0.1,0.14,14,0.9,26,23,7180.54,36.5,2959.99
9818,25,0.1,0.14,14,0.9,26,18,6772.34,29.5,2841.73
9819,25,0.1,0.14,14,0.9,26,13,6770.11,29,2841.04
9820,25,0.15,0.14,14,0.6,26,28,7519.81,8,3021.21
9821,25,0.15,0.14,14,0.6,26,18,7312.17,62,2956.13
9822,25,0.15,0.14,14,0.6,26,23,7327.82,49,2962.89
9823,24,0.1,0.05,2,0.6,28,13,9090.49,435,2785.77
9824,23,0.05,0.05,8,0.8,27,13,9849.18,547.5,3484.38
9825,25,0.15,0.14,14,0.6,26,13,7311.17,61,2955.82
9826,24,0.1,0.05,2,0.6,28,18,9091.2,435,2785.98
9827,24,0.1,0.05,2,0.6,28,23,9053.63,395.5,2776.12
9828,23,0.05,0.05,8,0.8,27,23,9988.49,524.5,3528.15
9829,23,0.05,0.05,8,0.8,27,18,9850.6,548,3484.85
9830,24,0.1,0.05,2,0.6,28,28,9224.24,301.5,2825.75
9831,23,0.05,0.05,8,0.8,27,28,10351.61,447,3643.55
9832,26,0.2,0.11,2,0.9,26,13,6973.45,89.5,2028.04
9833,26,0.1,0.08,8,0.9,27,13,6905.61,56.5,2461.34
9834,26,0.2,0.11,2,0.9,26,28,7797.45,10.5,2263.53
9835,26,0.1,0.08,8,0.9,27,23,7256.97,47.5,2565.37
9836,26,0.1,0.08,8,0.9,27,18,6907.34,56.5,2461.83
9837,26,0.2,0.11,2,0.9,26,18,6975.14,89,2028.52
9838,26,0.1,0.08,8,0.9,27,28,7705.71,4,2691.53
9839,26,0.2,0.11,2,0.9,26,23,7355.4,85,2135.54
9840,26,0.1,0.14,8,0.8,27,13,6050.85,42.5,2217.05
9841,26,0.1,0.14,8,0.8,27,18,6052.23,42.5,2217.45
9842,26,0.1,0.14,8,0.8,27,23,6271.08,32,2284.47
9843,26,0.1,0.14,8,0.8,27,28,6599.23,0,2374.98
9844,26,0.15,0.08,5,0.8,27,18,7320.38,78,2353.52
9845,26,0.15,0.08,5,0.8,27,13,7319.17,78.5,2353.18
9846,26,0.15,0.08,5,0.8,27,28,7821.84,21,2496.61
9847,26,0.15,0.08,5,0.8,27,23,7502.02,69.5,2404.56
9848,26,0.15,0.14,5,0.7,27,18,6388.88,71,2087.57
9849,26,0.15,0.14,5,0.7,27,23,6470.88,61.5,2110.54
9850,26,0.15,0.14,5,0.7,27,28,6708.26,15.5,2178.79
9851,26,0.15,0.14,5,0.7,27,13,6387.78,71,2087.26
9852,23,0.1,0.08,14,0.6,28,23,9094.89,503,3625.72
9853,23,0.1,0.05,14,0.6,25,23,10460.81,491.5,4029.49
9854,23,0.1,0.05,14,0.6,25,28,10649.61,451.5,4088.59
9855,23,0.1,0.08,14,0.6,28,28,9297.95,447.5,3689.95
9856,23,0.1,0.08,14,0.6,28,13,9105.8,520,3623.65
9857,23,0.1,0.05,14,0.6,25,13,10491.71,511.5,4033.65
9858,23,0.1,0.05,14,0.6,25,18,10492.53,512,4033.93
9859,23,0.1,0.08,14,0.6,28,18,9106.79,520,3623.98
9860,24,0.1,0.08,14,0.7,25,28,8822.08,194.5,3486.84
9861,22,0.15,0.08,5,0.8,28,13,9693.28,741.5,3259.99
9862,24,0.1,0.08,14,0.7,25,23,8548.5,286.5,3402.32
9863,24,0.1,0.08,14,0.7,25,18,8480.64,303,3380.33
9864,24,0.1,0.08,14,0.7,25,13,8479.45,303,3379.96
9865,22,0.15,0.08,5,0.8,28,23,9886.01,721.5,3319.01
9866,22,0.15,0.08,5,0.8,28,18,9695.1,741.5,3260.61
9867,22,0.15,0.08,5,0.8,28,28,10285.33,646,3451.23
9868,22,0.2,0.08,2,0.7,28,13,10086.58,762.5,3133.12
9869,22,0.2,0.08,2,0.7,28,18,10087.96,762.5,3133.58
9870,22,0.1,0.05,14,0.6,26,28,11477.74,625,4436.09
9871,22,0.1,0.05,14,0.6,26,23,11282.21,665,4372.21
9872,22,0.1,0.05,14,0.6,26,18,11315.36,686,4374.8
9873,22,0.1,0.05,14,0.6,26,13,11314.44,686.5,4374.47
9874,22,0.2,0.08,2,0.7,28,23,10152.61,751,3155.1
9875,22,0.2,0.08,2,0.7,28,28,10416.11,701.5,3241.19
9876,25,0.15,0.08,11,0.9,26,13,8073.33,59,2985.19
9877,25,0.15,0.08,11,0.9,26,23,8430.27,58.5,3086.61
9878,22,0.1,0.08,5,0.9,28,28,10131.47,620.5,3446.42
9879,25,0.15,0.08,11,0.9,26,18,8075.29,59.5,2985.78
9880,22,0.1,0.08,5,0.9,28,23,9611.71,717.5,3271.49
9881,22,0.1,0.08,5,0.9,28,18,9228.4,733,3153.72
9882,25,0.15,0.08,11,0.9,26,28,8922.36,6.5,3236.11
9883,22,0.1,0.08,5,0.9,28,13,9226.04,733,3152.91
9884,23,0.05,0.05,11,0.6,27,28,10123.63,468.5,3765.76
9885,23,0.05,0.05,11,0.6,27,23,9938.39,516,3708.33
9886,23,0.05,0.05,11,0.6,27,18,9974.39,541,3714.72
9887,23,0.05,0.05,11,0.6,27,13,9973.59,541,3714.45
9888,25,0.1,0.11,14,0.7,27,13,7263.14,49.5,2980.65
9889,25,0.1,0.11,14,0.7,27,28,7610.95,7.5,3086.17
9890,25,0.1,0.11,14,0.7,27,23,7344.6,41,3005.38
9891,25,0.1,0.11,14,0.7,27,18,7264.29,49,2981
9892,24,0.05,0.05,2,0.7,28,18,8814.43,415.5,2731.6
9893,24,0.05,0.05,2,0.7,28,13,8813.5,416,2731.32
9894,24,0.05,0.05,2,0.7,28,28,9095.91,265.5,2815.09
9895,24,0.05,0.05,2,0.7,28,23,8856.76,383,2744.4
9896,26,0.15,0.11,11,0.9,28,13,6941.88,28,2628.14
9897,26,0.15,0.11,11,0.9,28,18,6943.83,28,2628.7
9898,23,0.2,0.14,8,0.9,25,13,8527.56,541,2971.93
9899,26,0.15,0.11,11,0.9,28,23,7291.68,19.5,2734.56
9900,23,0.2,0.14,8,0.9,25,18,8530.08,540,2972.76
9901,26,0.15,0.11,11,0.9,28,28,7796.23,0,2874.97
9902,23,0.2,0.14,8,0.9,25,23,8851.98,540.5,3079.1
9903,23,0.2,0.14,8,0.9,25,28,9455.67,403,3264.3
9904,24,0.1,0.05,14,0.9,26,23,9988.35,244,3817.92
9905,24,0.1,0.05,14,0.9,26,18,9684.19,246,3729.12
9906,24,0.1,0.05,14,0.9,26,13,9682.27,247,3728.51
9907,24,0.1,0.05,14,0.9,26,28,10498.52,116.5,3977.26
9908,24,0.15,0.05,11,0.8,26,28,10463.54,154.5,3739.77
9909,24,0.15,0.05,11,0.8,26,23,10117.79,270.5,3632.57
9910,24,0.15,0.05,11,0.8,26,18,9955.59,287.5,3584.78
9911,24,0.15,0.05,11,0.8,26,13,9954.2,287.5,3584.35
9912,25,0.1,0.11,8,0.8,25,13,6917.01,80,2495.79
9913,23,0.1,0.05,2,0.6,25,18,9824,628.5,3061.34
9914,23,0.1,0.05,2,0.6,25,13,9823.21,628.5,3061.09
9915,25,0.1,0.11,8,0.8,25,18,6918.5,80,2496.23
9916,25,0.1,0.11,8,0.8,25,23,7114.01,82,2557.67
9917,23,0.1,0.05,2,0.6,25,28,9959.23,556,3104.42
9918,25,0.1,0.11,8,0.8,25,28,7465.3,14.5,2657.64
9919,23,0.1,0.05,2,0.6,25,23,9781.46,601,3051.09
9920,22,0.15,0.11,5,0.8,27,28,9532,650,3219.6
9921,25,0.15,0.11,5,0.7,25,13,7268.5,132.5,2367.33
9922,22,0.15,0.11,5,0.8,27,18,8942.88,747,3026.18
9923,22,0.15,0.11,5,0.8,27,23,9133.55,727.5,3085.4
9924,23,0.05,0.05,2,0.7,25,23,9562.68,593,3015.79
9925,26,0.2,0.11,11,0.9,26,28,8263.39,0,2973
9926,26,0.2,0.11,11,0.9,26,23,7786.35,19.5,2831.14
9927,23,0.05,0.05,2,0.7,25,28,9811.44,525,3092.08
9928,23,0.05,0.05,2,0.7,25,13,9522.57,621,3002.42
9929,23,0.05,0.05,2,0.7,25,18,9523.61,620.5,3002.75
9930,25,0.15,0.11,5,0.7,25,23,7344.51,117.5,2389.34
9931,25,0.15,0.11,5,0.7,25,18,7269.59,132,2367.65
9932,22,0.15,0.11,5,0.8,27,13,8940.92,747.5,3025.51
9933,25,0.15,0.11,5,0.7,25,28,7587.55,49,2460.93
9934,22,0.2,0.11,2,0.7,27,23,9435.31,758,2928.44
9935,22,0.2,0.11,2,0.7,27,28,9707.25,707,3017.66
9936,25,0.05,0.11,8,0.9,25,23,6901.07,82.5,2520.31
9937,25,0.05,0.11,8,0.9,25,28,7346.01,4.5,2654.35
9938,25,0.05,0.11,8,0.9,25,13,6439.85,73.5,2388.71
9939,25,0.05,0.11,8,0.9,25,18,6441.87,73.5,2389.31
9940,22,0.2,0.11,2,0.7,27,13,9358.06,769,2903.13
9941,22,0.2,0.11,2,0.7,27,18,9359.6,769,2903.64
9942,26,0.15,0.05,8,0.6,26,13,8514.1,83,2884.47
9943,25,0.1,0.11,14,0.7,25,23,7343.07,41,3005.05
9944,22,0.1,0.08,14,0.8,28,23,10062.58,664,4000.71
9945,22,0.1,0.08,14,0.8,28,18,9870.6,679.5,3941.1
9946,25,0.1,0.11,14,0.7,25,18,7263.23,49,2980.78
9947,22,0.1,0.08,14,0.8,28,13,9868.69,679.5,3940.42
9948,25,0.1,0.11,14,0.7,25,13,7262.08,49.5,2980.42
9949,26,0.2,0.11,11,0.9,26,18,7414.07,28,2727.41
9950,26,0.2,0.11,11,0.9,26,13,7412.14,28,2726.85
9951,26,0.15,0.05,8,0.6,26,28,8648.02,52,2922.63
9952,26,0.15,0.05,8,0.6,26,23,8491.26,72,2878.08
9953,26,0.15,0.05,8,0.6,26,18,8514.62,83,2884.61
9954,25,0.1,0.11,14,0.7,25,28,7608.78,7.5,3085.71
9955,22,0.1,0.08,14,0.8,28,28,10480.59,593.5,4143.72
9956,22,0.15,0.08,11,0.7,28,13,10075.66,707.5,3766.45
9957,22,0.15,0.08,11,0.7,28,18,10077.1,707.5,3766.96
9958,22,0.15,0.08,11,0.7,28,23,10142.57,689,3791.27
9959,22,0.15,0.08,11,0.7,28,28,10434.11,632,3888.44
9960,23,0.1,0.08,8,0.7,27,23,8861.89,545.5,3164.54
9961,23,0.1,0.08,8,0.7,27,28,9135.07,470,3250.43
9962,23,0.2,0.14,11,0.7,25,28,9180.48,440.5,3371.59
9963,23,0.1,0.08,8,0.7,27,13,8797.68,569,3143.16
9964,23,0.1,0.08,8,0.7,27,18,8798.94,569,3143.57
9965,22,0.05,0.14,14,0.8,26,28,8872.14,596,3691.13
9966,23,0.2,0.14,11,0.7,25,13,8806.39,538.5,3249.51
9967,22,0.05,0.14,14,0.8,26,23,8483.01,666.5,3551.55
9968,23,0.2,0.14,11,0.7,25,18,8807.94,538.5,3250.03
9969,22,0.05,0.14,14,0.8,26,18,8189.18,680,3467.88
9970,23,0.2,0.14,11,0.7,25,23,8896.57,516.5,3278.89
9971,22,0.05,0.14,14,0.8,26,13,8187.06,680,3467.1
9972,24,0.05,0.08,2,0.9,28,28,8235.17,216,2570.12
9973,24,0.05,0.11,8,0.8,28,28,7676.81,215,2794.17
9974,24,0.05,0.08,2,0.9,28,18,7385.57,422.5,2316.72
9975,24,0.05,0.08,2,0.9,28,23,7806.05,424,2439.66
9976,23,0.15,0.08,5,0.6,27,28,9180.11,525.5,3029.76
9977,23,0.2,0.14,8,0.9,27,23,8851.98,540.5,3079.1
9978,24,0.05,0.11,8,0.8,28,13,7081.88,359.5,2614.03
9979,23,0.2,0.14,8,0.9,27,28,9455.67,403,3264.3
9980,24,0.05,0.11,8,0.8,28,23,7349.52,349.5,2691.69
9981,23,0.2,0.14,8,0.9,27,13,8527.56,541,2971.93
9982,23,0.2,0.14,8,0.9,27,18,8530.08,540,2972.76
9983,24,0.05,0.11,8,0.8,28,18,7083.49,358.5,2614.54
9984,23,0.15,0.08,5,0.6,27,13,9006.03,617,2973.94
9985,23,0.15,0.08,5,0.6,27,18,9006.99,617,2974.25
9986,23,0.15,0.08,5,0.6,27,23,8998.39,584.5,2973.46
9987,24,0.05,0.08,2,0.9,28,13,7383.65,423,2316.13
9988,22,0.05,0.14,8,0.7,27,28,8222.35,647,3088.72
9989,22,0.05,0.14,8,0.7,27,23,7965.18,715.5,2999.65
9990,22,0.05,0.14,8,0.7,27,18,7821.95,737,2955.14
9991,22,0.05,0.14,8,0.7,27,13,7820.34,737,2954.57
9992,26,0.1,0.08,8,0.9,25,13,6901.43,56.5,2460.45
9993,26,0.1,0.08,8,0.9,25,23,7252.25,47.5,2564.37
9994,26,0.1,0.08,8,0.9,25,18,6903.17,56.5,2460.94
9995,26,0.1,0.08,8,0.9,25,28,7698.3,4,2689.95
9996,22,0.2,0.05,8,0.9,25,23,11980.22,679,4115.05
9997,22,0.2,0.05,8,0.9,25,28,12524.61,595.5,4298.39
9998,22,0.05,0.05,8,0.7,27,13,10632.08,717.5,3809.94
9999,22,0.05,0.05,8,0.7,27,18,10633.25,717.5,3810.35
10000,22,0.05,0.05,8,0.7,27,23,10672.95,692.5,3826.51
10001,23,0.15,0.08,14,0.6,26,28,9711.37,447.5,3776.81
10002,23,0.15,0.08,14,0.6,26,23,9516.43,503.5,3714.28
10003,22,0.05,0.05,8,0.7,27,28,10939.74,641.5,3913.89
10004,23,0.15,0.08,14,0.6,26,18,9516,520,3709.96
10005,23,0.15,0.08,14,0.6,26,13,9515,520,3709.62
10006,26,0.15,0.08,5,0.8,25,18,7317.92,78,2353
10007,26,0.15,0.08,5,0.8,25,13,7316.71,78.5,2352.66
10008,26,0.15,0.08,5,0.8,25,28,7817.75,21,2495.75
10009,26,0.15,0.08,5,0.8,25,23,7499.08,69.5,2403.93
10010,22,0.2,0.05,8,0.9,25,13,11691.91,695.5,4024.35
10011,22,0.2,0.05,8,0.9,25,18,11694.13,695,4025.11
10012,25,0.1,0.05,8,0.8,28,23,8888.33,92,3062.97
10013,25,0.1,0.05,8,0.8,28,18,8718.89,103,3014.92
10014,25,0.1,0.05,8,0.8,28,13,8717.69,103,3014.57
10015,25,0.1,0.05,8,0.8,28,28,9226.8,49,3162.38
10016,24,0.05,0.11,14,0.9,27,28,8299.15,154.5,3368.88
10017,24,0.05,0.11,14,0.9,27,23,7808.43,291.5,3210.62
10018,24,0.05,0.11,14,0.9,27,18,7353.02,281.5,3082.7
10019,24,0.05,0.11,14,0.9,27,13,7350.73,281.5,3081.96
10020,26,0.15,0.14,14,0.7,25,28,7191.04,0,2895.25
10021,25,0.1,0.08,2,0.7,26,13,7255.09,169.5,2212.64
10022,26,0.15,0.14,14,0.7,25,23,6932.49,6.5,2818.34
10023,23,0.1,0.11,5,0.9,26,13,7761.26,582.5,2642.81
10024,26,0.15,0.14,14,0.7,25,18,6846.07,11.5,2793.09
10025,25,0.1,0.08,2,0.7,26,23,7318.85,149,2230.82
10026,25,0.1,0.08,2,0.7,26,18,7256.07,169.5,2212.92
10027,26,0.15,0.14,14,0.7,25,13,6844.9,11.5,2792.75
10028,25,0.15,0.05,5,0.7,28,13,9019.77,134.5,2876.82
10029,25,0.15,0.05,5,0.7,28,18,9020.64,134.5,2877.08
10030,25,0.15,0.05,5,0.7,28,23,9067.03,116,2890.46
10031,25,0.15,0.05,5,0.7,28,28,9291.85,80,2956.13
10032,23,0.2,0.11,11,0.7,28,13,9239.29,536,3381.09
10033,23,0.1,0.11,5,0.9,26,28,8668.26,433,2925.3
10034,23,0.2,0.11,11,0.7,28,18,9240.77,535.5,3381.58
10035,23,0.2,0.11,11,0.7,28,23,9321.93,518,3408.21
10036,25,0.1,0.08,2,0.7,26,28,7552.41,78.5,2298.56
10037,23,0.1,0.11,5,0.9,26,18,7763.58,583,2643.56
10038,23,0.2,0.11,11,0.7,28,28,9598.94,440.5,3498.22
10039,23,0.1,0.11,5,0.9,26,23,8192.25,573,2772.23
10040,24,0.15,0.14,5,0.9,26,13,7272.37,399.5,2403.75
10041,24,0.15,0.14,5,0.9,26,18,7274.58,398.5,2404.43
10042,22,0.2,0.14,8,0.9,25,28,10088.92,601,3536.54
10043,22,0.2,0.14,8,0.9,25,23,9454.53,703.5,3330.11
10044,26,0.2,0.11,2,0.9,27,23,7355.91,85,2135.65
10045,22,0.2,0.14,8,0.9,25,18,9135.76,709,3223.73
10046,26,0.2,0.11,2,0.9,27,28,7798.65,10.5,2263.78
10047,26,0.2,0.11,2,0.9,27,13,6973.61,89.5,2028.07
10048,22,0.2,0.14,8,0.9,25,13,9133.01,709.5,3222.77
10049,24,0.15,0.14,5,0.9,26,23,7653.25,404,2523.58
10050,24,0.15,0.14,5,0.9,26,28,8168.99,205,2674.98
10051,26,0.2,0.11,2,0.9,27,18,6975.3,89,2028.55
10052,24,0.2,0.14,2,0.8,26,23,7941.66,470.5,2364.3
10053,24,0.2,0.14,2,0.8,26,18,7740.01,475.5,2305.8
10054,24,0.2,0.14,2,0.8,26,13,7738.33,476,2305.3
10055,24,0.2,0.14,2,0.8,26,28,8297.24,271,2473.35
10056,23,0.1,0.11,14,0.9,25,13,8278.93,487,3386.65
10057,23,0.1,0.11,14,0.9,25,23,8723.28,482.5,3513.52
10058,23,0.1,0.11,14,0.9,25,18,8281.48,486.5,3387.51
10059,23,0.1,0.11,14,0.9,25,28,9239.24,369.5,3687.65
10060,26,0.2,0.08,11,0.6,26,23,8054.72,41.5,2909.66
10061,26,0.2,0.08,11,0.6,26,28,8223.71,19,2958.53
10062,26,0.2,0.08,11,0.6,26,13,8061.8,51,2910.89
10063,26,0.2,0.08,11,0.6,26,18,8062.47,51,2911.09
10064,23,0.15,0.11,11,0.8,25,18,8687.6,526,3265.76
10065,23,0.15,0.11,11,0.8,25,13,8685.75,526,3265.14
10066,23,0.15,0.11,11,0.8,25,28,9274.12,413.5,3453.21
10067,23,0.15,0.11,11,0.8,25,23,8878.92,510.5,3323.63
10068,24,0.05,0.14,14,0.9,28,13,6900.57,287.5,2953.35
10069,24,0.05,0.14,14,0.9,28,18,6902.98,286.5,2954.13
10070,24,0.05,0.14,14,0.9,28,23,7390.41,295.5,3089.34
10071,25,0.05,0.08,11,0.7,25,18,7379.12,71.5,2847.71
10072,25,0.05,0.08,11,0.7,25,13,7378.08,71,2847.4
10073,25,0.05,0.08,11,0.7,25,28,7701.12,27.5,2943.37
10074,25,0.05,0.08,11,0.7,25,23,7443.44,61,2867.2
10075,23,0.05,0.11,14,0.9,25,13,7951.15,487,3317.9
10076,23,0.05,0.11,14,0.9,25,18,7953.62,486.5,3318.75
10077,23,0.05,0.11,14,0.9,25,23,8415.14,482.5,3448.68
10078,23,0.05,0.11,14,0.9,25,28,8926.08,369.5,3622.15
10079,22,0.1,0.05,8,0.7,28,13,11001.97,717.5,3887.81
10080,25,0.1,0.08,8,0.6,25,13,7510.91,106.5,2667.41
10081,25,0.1,0.08,8,0.6,25,18,7511.66,105.5,2667.63
10082,22,0.1,0.05,8,0.7,28,18,11003.16,717.5,3888.22
10083,22,0.1,0.05,8,0.7,28,23,11044.16,692.5,3904.61
10084,25,0.1,0.08,8,0.6,25,23,7503.48,88.5,2666
10085,22,0.1,0.05,8,0.7,28,28,11311.31,641.5,3992.13
10086,25,0.1,0.08,8,0.6,25,28,7678.01,55.5,2717.02
10087,25,0.1,0.14,14,0.9,27,18,6772.34,29.5,2841.73
10088,25,0.1,0.14,14,0.9,27,13,6770.11,29,2841.04
10089,25,0.15,0.14,11,0.8,27,13,7172.41,58,2723.65
10090,25,0.15,0.14,11,0.8,27,18,7174,57,2724.14
10091,25,0.15,0.14,11,0.8,27,23,7348.21,57,2781.76
10092,24,0.2,0.14,5,0.6,28,28,8057.66,318.5,2592.11
10093,24,0.2,0.11,5,0.6,27,13,8278.26,452.5,2656.18
10094,24,0.2,0.11,5,0.6,27,18,8279.26,453,2656.49
10095,24,0.2,0.14,5,0.6,28,23,7875.3,436,2537.05
