ID,P0,P1,P2,P3,P4,P5,P6,v1,v2,v3
10096,24,0.2,0.11,5,0.6,27,23,8281.27,422,2657.98
10097,24,0.2,0.11,5,0.6,27,28,8459.22,314,2711.56
10098,25,0.1,0.14,8,0.8,28,18,6526.25,81.5,2382.53
10099,25,0.1,0.14,8,0.8,28,13,6524.71,83,2382.07
10100,24,0.2,0.14,5,0.6,28,18,7866.05,468,2533.43
10101,25,0.1,0.14,8,0.8,28,28,7088.54,8,2548.8
10102,25,0.1,0.14,8,0.8,28,23,6746.26,85.5,2450.57
10103,24,0.2,0.14,5,0.6,28,13,7864.99,467.5,2533.11
10104,22,0.05,0.11,8,0.7,26,13,8333.96,730.5,3110.4
10105,22,0.05,0.11,8,0.7,26,18,8335.5,730.5,3110.94
10106,22,0.05,0.11,8,0.7,26,23,8451,712,3148.52
10107,22,0.05,0.11,8,0.7,26,28,8702.8,652,3234.71
10108,24,0.05,0.14,2,0.6,28,23,6310.88,496,2007.9
10109,24,0.05,0.14,2,0.6,28,28,6471.43,369,2053.24
10110,25,0.15,0.14,5,0.7,28,13,6876.72,139,2253.31
10111,25,0.15,0.14,5,0.7,28,23,6959.76,125.5,2277.32
10112,25,0.15,0.14,5,0.7,28,18,6877.93,140,2253.67
10113,25,0.15,0.14,5,0.7,28,28,7207.8,42,2350.66
10114,24,0.05,0.14,2,0.6,28,13,6282.36,534,1996.82
10115,24,0.05,0.14,2,0.6,28,18,6283.38,534,1997.13
10116,24,0.2,0.08,2,0.9,25,18,8739.18,422.5,2601.02
10117,24,0.2,0.08,2,0.9,25,23,9063.04,424,2697.21
10118,24,0.2,0.08,2,0.9,25,28,9541.4,216,2844.51
10119,23,0.15,0.05,5,0.9,28,23,10595.89,552.5,3452.91
10120,23,0.15,0.05,5,0.9,28,28,11106.86,442,3615.18
10121,23,0.15,0.05,5,0.9,28,13,10299.39,570.5,3362.73
10122,23,0.15,0.05,5,0.9,28,18,10301.35,570.5,3363.35
10123,24,0.2,0.08,2,0.9,25,13,8737.22,423,2600.43
10124,26,0.1,0.05,2,0.8,25,18,7785.66,114,2331.8
10125,26,0.1,0.05,2,0.8,25,23,7945.92,100.5,2376.88
10126,23,0.2,0.05,2,0.8,28,13,10684.36,610,3245.18
10127,26,0.1,0.05,2,0.8,25,13,7784.67,114,2331.53
10128,22,0.2,0.08,5,0.6,25,28,10387.11,698.5,3424.14
10129,23,0.2,0.05,2,0.8,28,28,11188.02,496,3401.63
10130,24,0.2,0.14,11,0.8,25,23,8420.1,326,3084.25
10131,24,0.2,0.14,11,0.8,25,18,8219.34,325,3025.63
10132,26,0.1,0.05,2,0.8,25,28,8249.49,56.5,2463.03
10133,23,0.2,0.05,2,0.8,28,18,10685.81,610,3245.63
10134,22,0.2,0.08,5,0.6,25,18,10205.31,754,3361.91
10135,23,0.05,0.08,14,0.9,28,13,8699.79,492,3538.05
10136,23,0.05,0.08,14,0.9,28,18,8702.1,492,3538.83
10137,24,0.2,0.14,11,0.8,25,28,8804.04,196,3205.9
10138,22,0.2,0.08,5,0.6,25,23,10199.22,738,3363.15
10139,23,0.2,0.05,2,0.8,28,23,10846.52,587.5,3293.89
10140,23,0.05,0.08,14,0.9,28,23,9115.99,478.5,3657.45
10141,22,0.2,0.08,5,0.6,25,13,10204.21,754,3361.53
10142,23,0.05,0.08,14,0.9,28,28,9608.51,376.5,3824.22
10143,24,0.2,0.14,11,0.8,25,13,8217.58,325,3025.07
10144,24,0.1,0.14,14,0.9,25,13,7281.51,287.5,3033.13
10145,24,0.1,0.14,14,0.9,25,18,7283.94,286.5,3033.92
10146,24,0.1,0.14,14,0.9,25,23,7690.95,295.5,3152.5
10147,24,0.1,0.14,14,0.9,25,28,8199.13,162.5,3316.12
10148,22,0.15,0.05,5,0.6,28,18,11154.68,743,3703.11
10149,23,0.05,0.08,2,0.9,26,28,8881.19,473.5,2822.56
10150,22,0.15,0.05,5,0.6,28,13,11153.77,743,3702.79
10151,23,0.05,0.08,2,0.9,26,23,8432.27,603.5,2678.67
10152,22,0.15,0.05,5,0.6,28,28,11302.26,680,3754.69
10153,23,0.05,0.08,2,0.9,26,18,8006.91,616,2552.84
10154,22,0.15,0.05,5,0.6,28,23,11114.53,725.5,3695.49
10155,23,0.05,0.08,2,0.9,26,13,8004.83,616,2552.18
10156,24,0.15,0.14,11,0.8,25,18,7699.79,325,2916.58
10157,24,0.15,0.14,11,0.8,25,13,7698.04,325,2916.02
10158,24,0.15,0.14,11,0.8,25,28,8285.94,196,3097.13
10159,24,0.15,0.14,11,0.8,25,23,7875.41,326,2975.17
10160,23,0.2,0.11,5,0.6,25,13,8858.89,626.5,2877.16
10161,23,0.2,0.11,5,0.6,25,23,8862.47,592.5,2880.09
10162,23,0.2,0.11,5,0.6,25,18,8859.93,626,2877.5
10163,23,0.2,0.08,5,0.6,28,13,9547.28,617,3087.6
10164,23,0.2,0.08,5,0.6,28,23,9539.37,584.5,3087.07
10165,23,0.2,0.08,5,0.6,28,18,9548.24,617,3087.91
10166,23,0.2,0.08,5,0.6,28,28,9719.46,525.5,3143.02
10167,24,0.05,0.14,14,0.9,28,28,7893.49,162.5,3251.86
10168,23,0.2,0.11,5,0.6,25,28,9048.41,531,2938.11
10169,23,0.05,0.14,2,0.6,26,23,6858.1,649,2214.39
10170,23,0.05,0.14,2,0.6,26,18,6830.86,689.5,2202.98
10171,23,0.05,0.14,2,0.6,26,28,7022.82,566.5,2263.44
10172,23,0.05,0.14,2,0.6,26,13,6829.74,690,2202.62
10173,26,0.05,0.05,8,0.9,27,13,7708.24,71,2710.55
10174,26,0.05,0.05,8,0.9,27,18,7709.83,71.5,2710.99
10175,26,0.05,0.05,8,0.9,27,23,8021.73,62.5,2798.97
10176,26,0.05,0.05,8,0.9,27,28,8480.13,18,2930.41
10177,22,0.05,0.08,14,0.9,25,28,10346.33,575,4144.54
10178,22,0.05,0.08,14,0.9,25,23,9826.65,662.5,3957.81
10179,26,0.15,0.08,14,0.7,26,28,8101.61,5,3152.36
10180,26,0.15,0.08,14,0.7,26,18,7790.09,33.5,3060.85
10181,22,0.05,0.08,14,0.9,25,18,9405.54,672.5,3836.62
10182,26,0.15,0.08,14,0.7,26,23,7858.57,23,3080.92
10183,22,0.05,0.08,14,0.9,25,13,9403.04,672.5,3835.72
10184,26,0.15,0.08,14,0.7,26,13,7789.14,33.5,3060.57
10185,24,0.05,0.08,8,0.8,26,23,8013.73,337,2885.04
10186,24,0.05,0.08,8,0.8,26,28,8346.77,206.5,2986.87
10187,24,0.05,0.08,8,0.8,26,13,7791.85,352,2819.56
10188,24,0.05,0.08,8,0.8,26,18,7793.34,350,2820.03
10189,25,0.2,0.08,2,0.9,27,18,8153.86,145.5,2392.25
10190,25,0.2,0.08,2,0.9,27,13,8152.06,145.5,2391.74
10191,26,0.1,0.14,14,0.7,28,13,6389.02,11.5,2697.05
10192,26,0.1,0.14,14,0.7,28,18,6390.19,11.5,2697.39
10193,25,0.2,0.08,2,0.9,27,28,8932.93,44,2622.06
10194,23,0.2,0.08,5,0.6,27,18,9548.24,617,3087.91
10195,23,0.2,0.08,5,0.6,27,13,9547.28,617,3087.6
10196,25,0.2,0.08,2,0.9,27,23,8477.64,142.5,2486.72
10197,23,0.2,0.08,5,0.6,27,28,9719.46,525.5,3143.02
10198,23,0.2,0.08,5,0.6,27,23,9539.37,584.5,3087.07
10199,22,0.05,0.05,2,0.9,26,28,11031,635,3557.64
10200,22,0.05,0.05,2,0.9,26,23,10505.72,722,3383.27
10201,22,0.05,0.05,2,0.9,26,18,10178.78,739.5,3284.39
10202,22,0.05,0.05,2,0.9,26,13,10176.75,739.5,3283.7
10203,26,0.15,0.11,8,0.6,25,13,6861.99,60,2413.05
10204,26,0.15,0.11,8,0.6,25,18,6862.7,59.5,2413.25
10205,26,0.15,0.11,8,0.6,25,23,6864.74,48.5,2414.18
10206,26,0.15,0.11,8,0.6,25,28,7033.88,20.5,2462.78
10207,23,0.1,0.14,2,0.6,26,23,7187.3,649,2279.75
10208,23,0.1,0.14,2,0.6,26,28,7377.63,566.5,2338.03
10209,23,0.1,0.14,2,0.6,26,13,7180.37,690,2276.33
10210,23,0.1,0.14,2,0.6,26,18,7181.51,689.5,2276.69
10211,26,0.1,0.05,14,0.7,28,23,8452.17,37.5,3283.32
10212,26,0.1,0.05,14,0.7,28,18,8400.75,48.5,3268.28
10213,26,0.1,0.05,14,0.7,28,28,8685.74,18.5,3350.93
10214,26,0.1,0.05,14,0.7,28,13,8399.9,48.5,3268.03
10215,23,0.05,0.08,14,0.9,27,13,8699.79,492,3538.05
10216,23,0.05,0.08,14,0.9,27,18,8702.1,492,3538.83
10217,26,0.1,0.14,14,0.7,28,23,6473.96,6.5,2726.01
10218,26,0.1,0.14,14,0.7,28,28,6739.33,0,2800.47
10219,23,0.05,0.08,14,0.9,27,23,9115.99,478.5,3657.45
10220,23,0.05,0.08,14,0.9,27,28,9608.51,376.5,3824.22
10221,22,0.05,0.08,2,0.6,26,18,8749.11,769.5,2846.24
10222,22,0.05,0.08,2,0.6,26,13,8748.07,769.5,2845.89
10223,22,0.05,0.08,2,0.6,26,28,8919.28,723.5,2903.81
10224,22,0.05,0.08,2,0.6,26,23,8722.82,755,2842.22
10225,26,0.15,0.11,11,0.9,25,13,6939.25,28,2627.58
10226,26,0.15,0.11,11,0.9,25,18,6941.19,28,2628.14
10227,26,0.15,0.11,11,0.9,25,23,7288.32,19.5,2733.85
10228,26,0.15,0.11,11,0.9,25,28,7790.94,0,2873.85
10229,24,0.05,0.05,11,0.6,27,28,9395.26,211.5,3479.48
10230,24,0.05,0.05,11,0.6,27,18,9248.32,318.5,3432.6
10231,24,0.05,0.05,11,0.6,27,23,9215.8,291.5,3425.78
10232,23,0.2,0.08,8,0.9,28,13,9673.03,544,3318.72
10233,24,0.05,0.05,11,0.6,27,13,9247.61,318.5,3432.37
10234,23,0.2,0.08,8,0.9,28,23,9995.84,536,3416.17
10235,23,0.2,0.08,8,0.9,28,18,9675.3,545,3319.46
10236,23,0.2,0.08,8,0.9,28,28,10520.94,412.5,3587.76
10237,25,0.15,0.14,11,0.8,27,28,7743.02,1.5,2894.02
10238,23,0.05,0.08,8,0.8,25,18,8430.51,554,3065.68
10239,23,0.05,0.08,8,0.8,25,13,8428.87,556,3065.14
10240,23,0.05,0.08,8,0.8,25,28,8998.11,440.5,3243.65
10241,25,0.1,0.14,14,0.9,27,28,7665.53,0,3109.95
10242,25,0.1,0.14,14,0.9,27,23,7180.54,36.5,2959.99
10243,23,0.05,0.08,8,0.8,25,23,8652.72,539,3132.31
10244,24,0.1,0.11,8,0.8,25,13,7436.8,360,2688.63
10245,24,0.1,0.11,8,0.8,25,23,7636.61,349.5,2752.04
10246,24,0.1,0.11,8,0.8,25,18,7438.44,358.5,2689.13
10247,24,0.1,0.11,8,0.8,25,28,8002.56,215,2860.84
10248,24,0.15,0.11,5,0.7,25,13,7800.65,430,2560.17
10249,24,0.15,0.11,5,0.7,25,18,7801.85,429,2560.54
10250,24,0.15,0.11,5,0.7,25,23,7878.59,408,2583.5
10251,24,0.15,0.11,5,0.7,25,28,8132.73,276,2660.85
10252,24,0.2,0.08,11,0.8,26,23,9456.24,309,3391.58
10253,24,0.2,0.08,11,0.8,26,28,9818.28,184.5,3505.1
10254,24,0.2,0.08,11,0.8,26,13,9272.42,316.5,3337.61
10255,24,0.2,0.08,11,0.8,26,18,9273.98,316,3338.11
10256,26,0.15,0.08,11,0.9,28,13,7514.77,40,2791.14
10257,26,0.15,0.08,11,0.9,28,18,7516.66,40,2791.68
10258,26,0.1,0.14,2,0.7,26,18,5781.8,103,1759.72
10259,26,0.1,0.14,2,0.7,26,13,5780.73,103,1759.42
10260,26,0.1,0.14,2,0.7,26,28,6093.67,40.5,1847.83
10261,26,0.1,0.14,2,0.7,26,23,5859.61,88,1787.49
10262,24,0.1,0.08,14,0.6,28,28,8620.67,218,3426.16
10263,24,0.1,0.08,14,0.6,28,13,8433.26,316,3365.42
10264,24,0.1,0.08,14,0.6,28,23,8424.23,294.5,3366.3
10265,24,0.1,0.08,14,0.6,28,18,8434.17,315.5,3365.71
10266,26,0.2,0.08,5,0.7,28,13,7811.55,84.5,2458.16
10267,22,0.2,0.11,11,0.7,26,18,9879.55,708.5,3650.17
10268,26,0.2,0.08,5,0.7,28,18,7812.42,84.5,2458.4
10269,26,0.2,0.08,5,0.7,28,23,7877.09,73.5,2476.46
10270,22,0.2,0.11,11,0.7,26,13,9877.95,708.5,3649.6
10271,22,0.2,0.11,11,0.7,26,28,10252.03,633,3778.02
10272,22,0.1,0.08,5,0.9,27,28,10131.47,620.5,3446.42
10273,26,0.2,0.08,5,0.7,28,28,8101.15,38.5,2540.62
10274,22,0.1,0.08,5,0.9,27,23,9611.71,717.5,3271.49
10275,22,0.2,0.11,11,0.7,26,23,9961.55,692,3679.03
10276,23,0.05,0.05,11,0.6,26,13,9973.59,541,3714.45
10277,22,0.1,0.08,5,0.9,27,18,9228.4,733,3153.72
10278,22,0.1,0.08,5,0.9,27,13,9226.04,733,3152.91
10279,23,0.05,0.05,11,0.6,26,28,10123.63,468.5,3765.76
10280,23,0.05,0.05,11,0.6,26,23,9938.39,516,3708.33
10281,23,0.05,0.05,11,0.6,26,18,9974.39,541,3714.72
10282,23,0.15,0.11,5,0.9,27,23,8598.76,573,2857.62
10283,23,0.15,0.11,5,0.9,27,18,8246.22,583,2744.26
10284,23,0.15,0.11,5,0.9,27,13,8243.88,582.5,2743.51
10285,23,0.15,0.11,5,0.9,27,28,9146.68,433,3025.8
10286,23,0.2,0.11,2,0.8,27,28,9290.62,502.5,2822.17
10287,23,0.2,0.11,2,0.8,27,23,8923.47,619,2705.36
10288,23,0.2,0.11,2,0.8,27,18,8731.17,640,2647.9
10289,23,0.2,0.11,2,0.8,27,13,8729.46,640.5,2647.35
10290,24,0.05,0.05,2,0.7,27,13,8813.5,416,2731.32
10291,24,0.05,0.05,2,0.7,27,23,8856.76,383,2744.4
10292,24,0.05,0.05,2,0.7,27,18,8814.43,415.5,2731.6
10293,24,0.05,0.05,2,0.7,27,28,9095.91,265.5,2815.09
10294,25,0.1,0.08,2,0.7,27,18,7256.07,169.5,2212.92
10295,25,0.1,0.08,2,0.7,27,13,7255.09,169.5,2212.64
10296,24,0.05,0.08,11,0.6,28,13,7937.98,344.5,3053.22
10297,24,0.05,0.08,11,0.6,28,28,8116.71,241,3110.06
10298,24,0.05,0.08,11,0.6,28,18,7938.85,344.5,3053.49
10299,24,0.05,0.08,11,0.6,28,23,7924.64,321,3052.18
10300,26,0.15,0.08,11,0.9,28,23,7873.52,30.5,2891.67
10301,25,0.1,0.08,2,0.7,27,28,7552.41,78.5,2298.56
10302,26,0.15,0.08,11,0.9,28,28,8344.75,0,3030.32
10303,25,0.1,0.08,2,0.7,27,23,7318.85,149,2230.82
10304,23,0.2,0.14,8,0.9,26,13,8527.56,541,2971.93
10305,23,0.2,0.14,8,0.9,26,28,9455.67,403,3264.3
10306,23,0.2,0.14,8,0.9,26,18,8530.08,540,2972.76
10307,23,0.2,0.14,8,0.9,26,23,8851.98,540.5,3079.1
10308,25,0.2,0.05,5,0.7,28,13,9510.53,134.5,2979.83
10309,25,0.2,0.05,5,0.7,28,18,9511.4,134.5,2980.08
10310,25,0.2,0.05,5,0.7,28,23,9557.17,116,2993.36
10311,25,0.2,0.05,5,0.7,28,28,9780.26,80,3058.63
10312,24,0.15,0.11,14,0.6,25,23,8261.74,306.5,3277.91
10313,24,0.15,0.11,14,0.6,25,28,8455.97,229,3338.44
10314,24,0.15,0.11,14,0.6,25,13,8250.03,328,3271.44
10315,24,0.15,0.11,14,0.6,25,18,8251.07,327.5,3271.77
10316,25,0.1,0.11,8,0.8,26,28,7467.34,14.5,2658.08
10317,23,0.1,0.05,2,0.6,26,28,9959.23,556,3104.42
10318,23,0.1,0.05,2,0.6,26,13,9823.21,628.5,3061.09
10319,25,0.1,0.11,8,0.8,26,13,6917.87,80,2495.97
10320,23,0.1,0.05,2,0.6,26,23,9781.46,601,3051.09
10321,25,0.1,0.11,8,0.8,26,18,6919.36,80,2496.41
10322,23,0.1,0.05,2,0.6,26,18,9824,628.5,3061.34
10323,25,0.1,0.11,8,0.8,26,23,7115.43,82,2557.97
10324,26,0.2,0.11,11,0.9,25,28,8261.25,0,2972.54
10325,25,0.15,0.11,5,0.7,26,18,7269.93,132,2367.72
10326,25,0.15,0.11,5,0.7,26,13,7268.85,132.5,2367.4
10327,25,0.15,0.11,5,0.7,26,28,7588.47,49,2461.13
10328,25,0.15,0.11,5,0.7,26,23,7345.14,117.5,2389.47
10329,25,0.15,0.11,14,0.6,28,18,7700,56,3068.12
10330,25,0.15,0.11,14,0.6,28,13,7699.07,56.5,3067.84
10331,25,0.15,0.11,14,0.6,28,28,7895.47,14,3129.12
10332,25,0.15,0.11,14,0.6,28,23,7708.21,45,3072.63
10333,26,0.2,0.11,11,0.9,25,13,7410.97,28,2726.6
10334,26,0.2,0.11,11,0.9,25,23,7784.92,19.5,2830.84
10335,26,0.2,0.11,11,0.9,25,18,7412.91,28,2727.17
10336,24,0.2,0.05,11,0.8,25,13,10463.64,288,3691.32
10337,24,0.2,0.05,11,0.8,25,18,10465.03,287.5,3691.75
10338,23,0.1,0.05,14,0.6,28,13,10491.71,511.5,4033.65
10339,24,0.2,0.05,11,0.8,25,23,10627.59,270.5,3739.58
10340,23,0.1,0.08,14,0.6,25,28,9297.95,447.5,3689.95
10341,24,0.2,0.05,11,0.8,25,28,10970.76,154.5,3846.23
10342,23,0.1,0.05,14,0.6,28,28,10649.61,451.5,4088.59
10343,23,0.1,0.08,14,0.6,25,18,9106.79,520,3623.98
10344,23,0.1,0.08,14,0.6,25,23,9094.89,503,3625.72
10345,23,0.1,0.05,14,0.6,28,18,10492.53,512,4033.93
10346,23,0.1,0.08,14,0.6,25,13,9105.8,520,3623.65
10347,23,0.1,0.05,14,0.6,28,23,10460.81,491.5,4029.49
10348,23,0.2,0.14,8,0.9,28,18,8530.08,540,2972.76
10349,23,0.15,0.08,5,0.6,28,23,8998.39,584.5,2973.46
10350,23,0.2,0.14,8,0.9,28,23,8851.98,540.5,3079.1
10351,23,0.15,0.08,5,0.6,28,28,9180.11,525.5,3029.76
10352,23,0.2,0.14,8,0.9,28,13,8527.56,541,2971.93
10353,24,0.15,0.14,5,0.9,27,13,7272.37,399.5,2403.75
10354,23,0.15,0.08,5,0.6,28,13,9006.03,617,2973.94
10355,23,0.15,0.08,5,0.6,28,18,9006.99,617,2974.25
10356,24,0.15,0.14,5,0.9,27,28,8168.99,205,2674.98
10357,24,0.15,0.14,5,0.9,27,18,7274.58,398.5,2404.43
10358,24,0.15,0.14,5,0.9,27,23,7653.25,404,2523.58
10359,22,0.05,0.14,8,0.7,26,28,8222.35,647,3088.72
10360,24,0.2,0.14,2,0.8,27,18,7740.01,475.5,2305.8
10361,22,0.05,0.14,8,0.7,26,13,7820.34,737,2954.57
10362,24,0.2,0.14,2,0.8,27,13,7738.33,476,2305.3
10363,22,0.05,0.14,8,0.7,26,23,7965.18,715.5,2999.65
10364,22,0.05,0.14,8,0.7,26,18,7821.95,737,2955.14
10365,24,0.2,0.14,2,0.8,27,28,8297.24,271,2473.35
10366,24,0.2,0.14,2,0.8,27,23,7941.66,470.5,2364.3
10367,23,0.15,0.08,14,0.6,25,28,9711.37,447.5,3776.81
10368,23,0.15,0.08,14,0.6,25,23,9516.43,503.5,3714.28
10369,22,0.1,0.08,14,0.8,27,28,10480.59,593.5,4143.72
10370,23,0.15,0.08,14,0.6,25,18,9516,520,3709.96
10371,23,0.15,0.08,14,0.6,25,13,9515,520,3709.62
10372,22,0.1,0.08,14,0.8,27,23,10062.58,664,4000.71
10373,22,0.1,0.08,14,0.8,27,18,9870.6,679.5,3941.1
10374,22,0.1,0.08,14,0.8,27,13,9868.69,679.5,3940.42
10375,22,0.15,0.08,11,0.7,27,13,10075.66,707.5,3766.45
10376,24,0.05,0.11,14,0.9,28,28,8299.15,154.5,3368.88
10377,24,0.1,0.11,14,0.6,28,13,7747.55,328,3165.92
10378,24,0.05,0.11,14,0.9,28,23,7808.43,291.5,3210.62
10379,24,0.1,0.11,14,0.6,28,18,7748.59,327,3166.25
10380,24,0.05,0.11,14,0.9,28,18,7353.02,281.5,3082.7
10381,22,0.2,0.05,5,0.6,25,18,11548.2,743,3785.8
10382,24,0.05,0.11,14,0.9,28,13,7350.73,281.5,3081.96
10383,22,0.2,0.05,5,0.6,25,13,11547.28,743,3785.48
10384,22,0.15,0.08,11,0.7,27,18,10077.1,707.5,3766.96
10385,22,0.2,0.05,5,0.6,25,28,11703.86,680,3839.08
10386,22,0.2,0.05,5,0.6,25,23,11525.65,725.5,3781.88
10387,22,0.15,0.08,11,0.7,27,23,10142.57,689,3791.27
10388,22,0.15,0.08,11,0.7,27,28,10434.11,632,3888.44
10389,24,0.1,0.11,14,0.6,28,23,7760.15,306.5,3172.58
10390,24,0.1,0.11,14,0.6,28,28,7957.03,229,3233.67
10391,23,0.1,0.08,8,0.7,28,18,8798.94,569,3143.57
10392,23,0.1,0.08,8,0.7,28,23,8861.89,545.5,3164.54
10393,23,0.1,0.08,8,0.7,28,28,9135.07,470,3250.43
10394,23,0.2,0.14,8,0.9,28,28,9455.67,403,3264.3
10395,22,0.05,0.14,14,0.8,27,28,8872.14,596,3691.13
10396,23,0.1,0.08,8,0.7,28,13,8797.68,569,3143.16
10397,22,0.05,0.14,14,0.8,27,23,8483.01,666.5,3551.55
10398,22,0.05,0.14,14,0.8,27,18,8189.18,680,3467.88
10399,22,0.05,0.14,14,0.8,27,13,8187.06,680,3467.1
10400,25,0.15,0.14,14,0.6,28,18,7312.17,62,2956.13
10401,25,0.15,0.14,14,0.6,28,23,7327.82,49,2962.89
10402,25,0.2,0.14,5,0.7,25,28,7704.63,42,2454.96
10403,25,0.15,0.14,14,0.6,28,13,7311.17,61,2955.82
10404,25,0.2,0.14,5,0.7,25,18,7375.69,140,2358.17
10405,24,0.05,0.11,8,0.8,27,18,7083.49,358.5,2614.54
10406,25,0.2,0.14,5,0.7,25,23,7459.06,125.5,2382.14
10407,24,0.05,0.11,8,0.8,27,13,7081.88,359.5,2614.03
10408,24,0.05,0.11,8,0.8,27,28,7676.81,215,2794.17
10409,25,0.2,0.14,5,0.7,25,13,7374.47,139,2357.81
10410,24,0.05,0.11,8,0.8,27,23,7349.52,349.5,2691.69
10411,23,0.05,0.14,8,0.7,28,13,7211.86,572.5,2703.55
10412,23,0.05,0.14,8,0.7,28,18,7213.33,571.5,2704.04
10413,23,0.05,0.14,8,0.7,28,23,7354.94,549.5,2747.27
10414,23,0.05,0.14,8,0.7,28,28,7600.21,464.5,2827.34
10415,26,0.2,0.11,2,0.9,28,18,6975.3,89,2028.55
10416,26,0.2,0.11,2,0.9,28,23,7355.91,85,2135.65
10417,26,0.2,0.11,2,0.9,28,13,6973.61,89.5,2028.07
10418,22,0.05,0.05,14,0.9,25,28,11763.97,569,4572.49
10419,26,0.15,0.08,11,0.9,27,28,8344.75,0,3030.32
10420,22,0.05,0.05,14,0.9,25,13,10886.51,660.5,4284.57
10421,22,0.05,0.05,14,0.9,25,18,10888.71,660,4285.36
10422,22,0.05,0.05,14,0.9,25,23,11212.95,644.5,4382.59
10423,22,0.2,0.05,8,0.9,26,28,12524.61,595.5,4298.39
10424,26,0.15,0.05,8,0.6,25,18,8511.81,83,2884.02
10425,26,0.15,0.05,8,0.6,25,13,8511.3,83,2883.88
10426,22,0.2,0.05,8,0.9,26,18,11694.13,695,4025.11
10427,22,0.2,0.05,8,0.9,26,23,11980.22,679,4115.05
10428,24,0.2,0.05,2,0.9,25,18,9937.22,378,2958.29
10429,24,0.2,0.05,2,0.9,25,13,9935.39,379.5,2957.75
10430,24,0.2,0.05,2,0.9,25,28,10696.88,191.5,3188.06
10431,24,0.2,0.05,2,0.9,25,23,10234.82,366,3046.65
10432,22,0.2,0.05,8,0.9,26,13,11691.91,695.5,4024.35
10433,26,0.15,0.05,8,0.6,25,28,8645.12,52,2922.02
10434,26,0.15,0.05,8,0.6,25,23,8488.47,72,2877.49
10435,24,0.05,0.05,2,0.7,25,13,8813.5,416,2731.32
10436,24,0.05,0.05,2,0.7,25,23,8856.76,383,2744.4
10437,24,0.05,0.05,2,0.7,25,18,8814.43,415.5,2731.6
10438,24,0.05,0.05,2,0.7,25,28,9095.91,265.5,2815.09
10439,25,0.1,0.08,2,0.7,25,18,7255.72,169.5,2212.85
10440,25,0.1,0.08,2,0.7,25,13,7254.74,169.5,2212.57
10441,25,0.1,0.08,2,0.7,25,28,7551,78.5,2298.26
10442,26,0.2,0.11,2,0.9,28,28,7798.65,10.5,2263.78
10443,25,0.1,0.08,2,0.7,25,23,7317.86,149,2230.61
10444,23,0.2,0.14,11,0.7,26,23,8896.57,516.5,3278.89
10445,23,0.2,0.14,11,0.7,26,28,9180.48,440.5,3371.59
10446,23,0.1,0.11,5,0.9,27,23,8192.25,573,2772.23
10447,23,0.1,0.11,5,0.9,27,28,8668.26,433,2925.3
10448,23,0.2,0.14,11,0.7,26,13,8806.39,538.5,3249.51
10449,23,0.1,0.11,5,0.9,27,13,7761.26,582.5,2642.81
10450,23,0.1,0.11,5,0.9,27,18,7763.58,583,2643.56
10451,23,0.2,0.14,11,0.7,26,18,8807.94,538.5,3250.03
10452,25,0.1,0.14,14,0.9,28,28,7665.53,0,3109.95
10453,25,0.1,0.14,14,0.9,28,23,7180.54,36.5,2959.99
10454,25,0.1,0.14,14,0.9,28,18,6772.34,29.5,2841.73
10455,24,0.05,0.11,2,0.9,28,23,7144.81,453,2247.35
10456,24,0.05,0.11,2,0.9,28,28,7584.44,224.5,2382.35
10457,24,0.05,0.11,2,0.9,28,13,6666.55,445,2108.44
10458,24,0.05,0.11,2,0.9,28,18,6668.59,444,2109.05
10459,26,0.05,0.08,5,0.6,25,13,6458.49,92.5,2171.17
10460,26,0.05,0.08,5,0.6,25,18,6459.14,93,2171.35
10461,26,0.05,0.08,5,0.6,25,23,6441.01,77,2166.63
10462,25,0.15,0.14,11,0.8,28,13,7172.41,58,2723.65
10463,26,0.05,0.08,5,0.6,25,28,6612.22,52.5,2214.42
10464,25,0.15,0.14,11,0.8,28,18,7174,57,2724.14
10465,22,0.05,0.11,8,0.7,27,28,8702.8,652,3234.71
10466,25,0.1,0.14,8,0.8,27,13,6524.71,83,2382.07
10467,23,0.2,0.11,5,0.6,26,18,8859.93,626,2877.5
10468,23,0.2,0.11,5,0.6,26,13,8858.89,626.5,2877.16
10469,25,0.1,0.14,8,0.8,27,23,6746.26,85.5,2450.57
10470,25,0.1,0.14,8,0.8,27,18,6526.25,81.5,2382.53
10471,25,0.1,0.14,8,0.8,27,28,7088.54,8,2548.8
10472,23,0.2,0.11,5,0.6,26,28,9048.41,531,2938.11
10473,23,0.2,0.11,5,0.6,26,23,8862.47,592.5,2880.09
10474,22,0.05,0.11,8,0.7,27,13,8333.96,730.5,3110.4
10475,22,0.05,0.11,8,0.7,27,18,8335.5,730.5,3110.94
10476,22,0.05,0.11,8,0.7,27,23,8451,712,3148.52
10477,25,0.15,0.14,5,0.7,27,18,6877.93,140,2253.67
10478,25,0.15,0.14,5,0.7,27,13,6876.72,139,2253.31
10479,25,0.15,0.14,5,0.7,27,28,7207.8,42,2350.66
10480,25,0.15,0.14,5,0.7,27,23,6959.76,125.5,2277.32
10481,22,0.2,0.08,11,0.7,25,23,10673.91,689,3902.88
10482,22,0.2,0.08,11,0.7,25,28,10953.13,632,3997.45
10483,26,0.2,0.08,11,0.6,27,28,8224.99,19,2958.8
10484,26,0.2,0.08,11,0.6,27,18,8063.22,51,2911.25
