#,P1,P2,P3,P4,P5,P6,v1,v2,v3
3369,23,0.15,0.14,8,0.9,23,9153.97,540.5,3142.77
3370,23,0.15,0.14,8,0.9,18,8851.56,540,3040.53
3371,23,0.15,0.14,8,0.9,13,8848.4,541,3039.57
3372,23,0.1,0.08,14,0.7,13,9744.9,511.5,3763.82
3373,24,0.05,0.05,14,0.8,13,9727.71,260,3744.85
3374,24,0.05,0.05,14,0.8,23,9870.33,246,3788.38
3375,24,0.05,0.05,14,0.8,18,9729.16,258.5,3745.3
3376,26,0.05,0.11,14,0.6,28,6750.9,4,2813.36
3377,26,0.05,0.11,14,0.6,18,6540.24,27,2752.11
3378,26,0.05,0.11,14,0.6,23,6550.7,15,2756.27
3379,26,0.05,0.11,14,0.6,13,6539.41,26,2751.87
3380,24,0.05,0.14,11,0.9,18,7004.49,312.5,2764.25
3381,24,0.05,0.14,11,0.9,13,7001.93,312,2763.46
3382,24,0.05,0.14,11,0.9,28,8002.52,172,3062.39
3383,24,0.05,0.14,11,0.9,23,7469.29,323.5,2897.09
3384,22,0.1,0.05,2,0.8,28,11777.9,661.5,3689.13
3385,22,0.1,0.05,2,0.8,23,11380.2,728.5,3562.26
3386,22,0.1,0.05,2,0.8,18,11209.99,745,3510.26
3387,22,0.1,0.05,2,0.8,13,11208.24,745,3509.69
3388,26,0.2,0.11,11,0.8,28,8913.05,0,3092.05
3389,26,0.2,0.11,11,0.8,18,8308.07,31.5,2922.01
3390,26,0.2,0.11,11,0.8,23,8496.09,22,2975.21
3391,26,0.2,0.11,11,0.8,13,8306.29,31.5,2921.53
3392,24,0.1,0.08,2,0.7,18,8286.68,463,2515.67
3393,24,0.1,0.08,2,0.7,13,8285.41,463.5,2515.3
3394,24,0.1,0.08,2,0.7,28,8630.41,304,2615.05
3395,24,0.1,0.08,2,0.7,23,8355.37,439,2535.55
3396,26,0.1,0.08,2,0.8,13,7091.73,104,2105.2
3397,23,0.15,0.11,2,0.6,18,8921.08,677.5,2684.17
3398,26,0.1,0.08,2,0.8,18,7093.12,103.5,2105.57
3399,23,0.15,0.11,2,0.6,13,8919.77,677.5,2683.78
3400,26,0.1,0.08,2,0.8,23,7271.08,92,2155.71
3401,23,0.15,0.11,2,0.6,28,9152.82,565,2751.84
3402,23,0.15,0.11,2,0.6,23,8944.76,637,2690.4
3403,26,0.05,0.08,5,0.9,23,6994.07,69.5,2309.11
3404,26,0.05,0.08,5,0.9,28,7436.92,9.5,2431.78
3405,26,0.05,0.08,5,0.9,13,6599.74,75.5,2195.42
3406,23,0.1,0.11,5,0.7,13,8417.56,609,2789.79
3407,26,0.05,0.08,5,0.9,18,6601.58,75.5,2195.93
3408,26,0.1,0.08,2,0.8,28,7623.12,39.5,2253.27
3409,23,0.1,0.11,5,0.7,28,8807.47,505.5,2908.13
3410,23,0.1,0.11,5,0.7,18,8419.16,609.5,2790.28
3411,23,0.1,0.11,5,0.7,23,8501.84,584,2815.71
3412,26,0.05,0.14,5,0.6,28,5836.63,36,1981.66
3413,25,0.1,0.11,5,0.8,13,7208,113.5,2353.43
3414,22,0.15,0.14,5,0.6,13,9335.46,764,3053.95
3415,25,0.1,0.11,5,0.8,18,7209.7,113.5,2353.91
3416,25,0.05,0.11,8,0.9,28,7612.5,4,2710.37
3417,22,0.15,0.14,5,0.6,18,9337.07,764,3054.47
3418,22,0.15,0.14,5,0.6,23,9377.91,748,3067.2
3419,25,0.05,0.11,8,0.9,18,6688.48,73.5,2441.15
3420,22,0.15,0.14,5,0.6,28,9608.58,699,3139.27
3421,25,0.05,0.11,8,0.9,23,7127.47,82,2567.91
3422,25,0.05,0.05,11,0.6,28,8953.77,58.5,3278.85
3423,25,0.05,0.11,8,0.9,13,6686.28,73.5,2440.51
3424,25,0.05,0.05,11,0.6,23,8774.7,81.5,3227.27
3425,25,0.05,0.05,11,0.6,18,8798.41,95.5,3232.93
3426,25,0.1,0.11,5,0.8,23,7399.45,110.5,2414.59
3427,26,0.05,0.14,5,0.6,18,5638.09,78,1926.9
3428,22,0.1,0.14,8,0.7,23,8932.24,715.5,3203.07
3429,25,0.05,0.05,11,0.6,13,8797.74,95.5,3232.73
3430,26,0.05,0.14,5,0.6,23,5672.39,67.5,1938.26
3431,25,0.1,0.11,5,0.8,28,7785.81,33,2519.65
3432,22,0.1,0.14,8,0.7,28,9263.56,647,3306.88
3433,22,0.1,0.14,8,0.7,13,8833.6,737,3167.68
3434,22,0.1,0.14,8,0.7,18,8835.5,737,3168.31
3435,26,0.05,0.14,5,0.6,13,5637.25,78,1926.67
3436,24,0.1,0.14,8,0.8,13,7545.86,365,2675.94
3437,24,0.05,0.08,14,0.6,28,8584.67,217.5,3418.6
3438,24,0.05,0.08,14,0.6,23,8381.35,294.5,3357.29
3439,24,0.1,0.14,8,0.8,28,8167.57,214.5,2861.75
3440,24,0.1,0.14,8,0.8,23,7749.83,360.5,2741.63
3441,24,0.05,0.08,14,0.6,18,8384.09,315.5,3355.19
3442,24,0.05,0.08,14,0.6,13,8383.15,316,3354.9
3443,24,0.1,0.14,8,0.8,18,7547.86,365,2676.54
3444,24,0.1,0.05,2,0.9,23,9792.28,366,2953.87
3445,24,0.1,0.05,2,0.9,18,9495.64,378,2865.67
3446,24,0.1,0.05,2,0.9,28,10317.01,191.5,3108.38
3447,24,0.1,0.05,2,0.9,13,9493.65,379.5,2865.1
3448,23,0.1,0.08,5,0.9,13,9069.13,580.5,2983.16
3449,23,0.1,0.08,5,0.9,18,9071.66,578.5,2983.93
3450,22,0.2,0.11,2,0.7,13,10489.3,769,3141.06
3451,26,0.1,0.11,2,0.7,28,6860.97,47,2036.25
3452,23,0.1,0.08,5,0.9,23,9417.73,567.5,3092.16
3453,23,0.1,0.08,5,0.9,28,9985.8,439.5,3264.28
3454,22,0.2,0.11,2,0.7,23,10588.52,758,3170.99
3455,22,0.2,0.11,2,0.7,18,10491.29,769,3141.67
3456,22,0.2,0.11,2,0.7,28,10913.53,707,3271.37
3457,26,0.1,0.11,2,0.7,18,6526.33,107.5,1944.3
3458,22,0.15,0.11,5,0.8,23,10042.02,727.5,3276.48
3459,22,0.15,0.11,5,0.8,28,10505.56,650,3424.37
3460,26,0.1,0.11,2,0.7,23,6604.84,90.5,1965.74
3461,22,0.15,0.11,5,0.8,13,9851.35,747.5,3217.01
3462,22,0.15,0.11,5,0.8,18,9853.8,747,3217.78
3463,26,0.1,0.11,2,0.7,13,6525.24,107.5,1944.01
3464,22,0.1,0.05,11,0.6,28,11920.87,639.5,4312.51
3465,22,0.1,0.11,8,0.9,13,9219.17,709,3288.57
3466,25,0.1,0.14,5,0.7,23,6915.94,125.5,2273.89
3467,22,0.1,0.11,8,0.9,18,9222.22,709,3289.58
3468,26,0.05,0.11,5,0.8,13,6056.33,69.5,2044.24
3469,26,0.05,0.11,5,0.8,18,6057.77,70,2044.64
3470,22,0.1,0.11,8,0.9,23,9628.41,703,3413.39
3471,25,0.1,0.14,5,0.7,28,7199.61,42,2349.07
3472,22,0.1,0.05,11,0.6,13,11736.42,704,4248.81
3473,25,0.15,0.14,2,0.6,13,7291.79,221,2135.09
3474,22,0.1,0.05,11,0.6,23,11719.79,685,4248.5
3475,25,0.15,0.14,2,0.6,18,7292.89,218.5,2135.39
3476,22,0.1,0.05,11,0.6,18,11737.44,704,4249.16
3477,25,0.15,0.14,2,0.6,23,7317.31,191.5,2140.91
3478,25,0.15,0.14,2,0.6,28,7515.97,85,2196.15
3479,22,0.05,0.05,14,0.7,28,11642.33,609.5,4493.91
3480,22,0.05,0.05,14,0.7,23,11359.94,654.5,4400.36
3481,26,0.05,0.11,5,0.8,23,6310.26,63,2117.5
3482,25,0.1,0.14,5,0.7,13,6828.67,139,2243.38
3483,22,0.05,0.05,14,0.7,18,11309.59,676.5,4380.17
3484,22,0.1,0.11,8,0.9,28,10231.94,603,3611.69
3485,25,0.1,0.14,5,0.7,18,6830.05,140,2243.77
3486,26,0.05,0.11,5,0.8,28,6628.47,11,2206.41
3487,22,0.05,0.05,14,0.7,13,11308.3,676.5,4379.72
3488,25,0.05,0.14,8,0.8,13,6348.35,83,2345.07
3489,25,0.05,0.14,8,0.8,18,6350.06,81.5,2345.57
3490,25,0.05,0.14,8,0.8,23,6624.67,85.5,2425.07
3491,25,0.05,0.14,8,0.8,28,6976.82,8,2528.09
3492,26,0.1,0.14,8,0.9,28,7276.57,0,2538.39
3493,26,0.1,0.14,8,0.9,23,6772.93,31.5,2397.59
3494,26,0.1,0.14,8,0.9,18,6383.27,39.5,2280.05
3495,26,0.1,0.14,8,0.9,13,6381,39.5,2279.42
3496,26,0.05,0.11,5,0.7,13,6077.14,76,2050.13
3497,26,0.05,0.11,5,0.7,18,6078.2,76.5,2050.42
3498,26,0.05,0.11,5,0.7,23,6185.52,67.5,2082.61
3499,26,0.15,0.05,8,0.8,28,9626.58,29,3155.78
3500,26,0.15,0.05,8,0.8,23,9274.01,62.5,3057.25
3501,26,0.15,0.05,8,0.8,18,9110.84,72.5,3011.38
3502,26,0.15,0.05,8,0.8,13,9109.56,72.5,3011.04
3503,26,0.05,0.11,5,0.7,28,6416.02,25.5,2144.43
3504,22,0.2,0.14,2,0.6,28,10249.46,728.5,3061.07
3505,25,0.05,0.14,8,0.7,13,6365.26,95.5,2349.5
3506,25,0.15,0.11,2,0.8,23,7911.29,160,2313.5
3507,22,0.2,0.14,2,0.6,23,10017.3,766.5,2990.25
3508,22,0.2,0.14,2,0.6,18,9970.96,776.5,2977.5
3509,25,0.15,0.11,2,0.8,28,8305.58,49.5,2424.84
3510,25,0.05,0.14,8,0.7,18,6366.56,96,2349.88
3511,22,0.2,0.14,2,0.6,13,9969.26,776.5,2976.97
3512,25,0.15,0.08,11,0.8,23,9040.43,59,3209.95
3513,25,0.15,0.08,11,0.8,28,9443.07,14,3326.65
3514,25,0.15,0.08,11,0.8,13,8860.78,64,3158.14
3515,25,0.15,0.08,11,0.8,18,8862.5,63.5,3158.63
3516,25,0.05,0.14,8,0.7,23,6499.47,92,2389.73
3517,25,0.15,0.11,2,0.8,13,7721.27,164,2259
3518,25,0.05,0.14,8,0.7,28,6745.91,19,2461.37
3519,25,0.15,0.11,2,0.8,18,7723.03,164,2259.48
3520,24,0.15,0.14,5,0.8,28,8727.43,240,2770.66
3521,24,0.15,0.14,5,0.8,18,8100.76,415,2586.38
3522,24,0.15,0.11,14,0.8,28,9729.5,177,3645.62
3523,24,0.15,0.14,5,0.8,23,8257.13,407,2642.62
3524,24,0.15,0.11,14,0.8,18,9096.58,293,3455
3525,24,0.15,0.11,14,0.8,23,9282.54,292.5,3510.21
3526,24,0.15,0.11,14,0.8,13,9094.47,294.5,3454.37
3527,24,0.15,0.14,5,0.8,13,8098.67,415.5,2585.78
3528,24,0.1,0.14,8,0.9,28,8395.37,185.5,2934.57
3529,24,0.1,0.14,8,0.9,23,7836.94,358,2767.47
3530,24,0.1,0.14,8,0.9,18,7463.02,346,2651.17
3531,24,0.1,0.14,8,0.9,13,7460.31,347,2650.36
3532,26,0.05,0.08,14,0.8,13,7183.01,28.5,2932.62
3533,26,0.05,0.08,14,0.8,18,7184.45,28.5,2933.03
3534,26,0.05,0.08,14,0.8,23,7390.87,19,2992.57
3535,26,0.05,0.08,14,0.8,28,7743.91,1,3092.98
3536,26,0.2,0.08,11,0.9,28,9680.05,0,3310.82
3537,26,0.2,0.08,11,0.9,23,9115.14,30.5,3152.52
3538,26,0.2,0.08,11,0.9,18,8819.49,40,3066.39
3539,26,0.2,0.08,11,0.9,13,8817.24,40,3065.78
3540,25,0.2,0.11,14,0.9,28,10035.69,0,3633.82
3541,25,0.2,0.11,14,0.9,23,9408.84,35,3451.12
3542,25,0.2,0.11,14,0.9,18,9088.24,36,3357.93
3543,25,0.2,0.11,14,0.9,13,9085.48,36,3357.14
3544,24,0.2,0.11,2,0.9,28,9921.53,224.5,2870.27
3545,24,0.2,0.08,11,0.9,28,11126.91,150.5,3801.76
3546,24,0.2,0.11,2,0.9,18,8974.27,444,2592.57
3547,24,0.2,0.11,2,0.9,23,9313.2,453,2694.03
3548,24,0.2,0.08,11,0.9,18,10218.93,300.5,3529.98
3549,24,0.2,0.08,11,0.9,23,10508.8,305,3617.81
3550,24,0.2,0.08,11,0.9,13,10216.24,302.5,3529.2
3551,26,0.15,0.14,5,0.8,23,7104.55,56.5,2258.15
3552,26,0.15,0.14,5,0.8,18,6941.62,60.5,2202.32
3553,26,0.15,0.11,14,0.8,28,8442.63,0,3199.82
3554,26,0.15,0.11,14,0.8,23,8031.35,9.5,3082.28
3555,26,0.15,0.14,5,0.8,13,6939.96,60.5,2201.87
3556,26,0.15,0.11,14,0.8,18,7845.8,15,3029.61
3557,26,0.15,0.11,14,0.8,13,7844.07,15,3029.12
3558,24,0.2,0.11,2,0.9,13,8971.52,445,2591.8
3559,26,0.15,0.14,5,0.8,28,7532.69,5.5,2367.28
3560,23,0.2,0.14,5,0.9,23,9694.08,578,3048.13
3561,23,0.2,0.14,5,0.9,28,10448.94,427,3260.49
3562,23,0.2,0.11,14,0.9,23,10828.58,482.5,3951.63
3563,23,0.2,0.14,5,0.9,13,9442.83,577.5,2954.27
3564,23,0.2,0.14,5,0.9,18,9446.11,577.5,2955.23
3565,23,0.2,0.11,14,0.9,28,11511.38,370,4165.13
3566,23,0.2,0.11,14,0.9,13,10513.1,487,3856.12
3567,23,0.2,0.11,14,0.9,18,10516.38,486.5,3857.14
3568,26,0.1,0.08,2,0.9,13,6996.01,100.5,2078.11
3569,26,0.1,0.08,2,0.9,18,6997.91,100.5,2078.62
3570,26,0.1,0.08,2,0.9,23,7339.76,91,2181.66
3571,26,0.1,0.08,2,0.9,28,7818.22,21,2309.81
3572,22,0.05,0.05,5,0.9,28,11521.44,615,3873.23
3573,25,0.1,0.11,5,0.9,13,7114.07,101,2326.44
3574,22,0.05,0.05,5,0.9,13,10649.96,722,3593.42
3575,24,0.2,0.14,2,0.7,13,8650.27,505.5,2498.39
3576,22,0.05,0.05,5,0.9,23,10972.17,698,3691.41
3577,24,0.2,0.14,2,0.7,18,8651.97,505.5,2498.87
3578,22,0.05,0.05,5,0.9,18,10652.17,721.5,3594.16
3579,24,0.2,0.14,2,0.7,23,8750.75,480.5,2526.51
3580,25,0.05,0.08,2,0.7,18,7128.33,169.5,2186.11
3581,24,0.2,0.14,2,0.7,28,9057.64,318.5,2614.24
3582,25,0.05,0.08,2,0.7,13,7127.28,169.5,2185.81
3583,25,0.1,0.11,5,0.9,18,7116.38,100.5,2327.09
3584,25,0.1,0.11,5,0.9,23,7489.17,111,2441.08
3585,25,0.05,0.08,2,0.7,28,7446.98,78.5,2276.43
3586,25,0.1,0.11,5,0.9,28,7996.49,14,2582.55
3587,25,0.05,0.08,2,0.7,23,7192.05,149,2204.21
3588,24,0.1,0.11,2,0.6,18,7563.17,510.5,2302.46
3589,24,0.1,0.11,2,0.6,13,7562.06,512,2302.14
3590,24,0.1,0.11,2,0.6,28,7771.95,357.5,2361.91
3591,24,0.1,0.11,2,0.6,23,7576.82,479.5,2305.77
3592,24,0.05,0.11,5,0.7,13,7191.25,430,2432.2
3593,24,0.05,0.11,5,0.7,28,7549.05,276,2538.28
3594,24,0.05,0.11,5,0.7,23,7301.42,408,2466.6
3595,24,0.05,0.11,5,0.7,18,7192.55,429,2432.59
3596,24,0.15,0.05,8,0.6,23,10481.36,323,3485.33
3597,24,0.15,0.05,8,0.6,18,10482.45,343.5,3486.28
3598,23,0.1,0.14,5,0.6,13,7890.52,635,2632.23
3599,24,0.15,0.05,8,0.6,28,10664.95,235.5,3539.12
3600,23,0.1,0.14,5,0.6,23,7916.69,599,2640.61
3601,23,0.1,0.14,5,0.6,18,7891.86,635,2632.64
3602,24,0.15,0.05,8,0.6,13,10481.65,344,3486.04
3603,23,0.1,0.14,5,0.6,28,8131.29,531,2705.3
3604,23,0.05,0.14,8,0.7,23,7643.2,549,2807.89
3605,23,0.05,0.14,8,0.7,28,7909.27,464.5,2892.33
3606,23,0.05,0.14,8,0.7,13,7504.94,572.5,2765.18
3607,23,0.05,0.14,8,0.7,18,7506.51,571.5,2765.69
3608,23,0.15,0.08,11,0.6,18,10178.38,547,3637.81
3609,23,0.15,0.08,11,0.6,13,10177.17,547.5,3637.43
3610,23,0.15,0.08,11,0.6,28,10414.05,468,3710.75
3611,23,0.15,0.08,11,0.6,23,10202.63,523,3645.93
3612,22,0.15,0.11,14,0.6,13,10431.08,697,3976.08
3613,26,0.2,0.11,11,0.7,23,8404.26,26.5,2949.13
3614,22,0.15,0.11,14,0.6,18,10432.64,697,3976.6
3615,26,0.2,0.11,11,0.7,28,8695.32,4,3030.54
3616,22,0.15,0.11,14,0.6,23,10479.67,681.5,3994.3
3617,25,0.2,0.05,8,0.9,23,10704.92,89,3449.5
3618,26,0.2,0.11,11,0.7,13,8310.61,36,2923.29
3619,26,0.2,0.11,11,0.7,18,8311.9,36.5,2923.64
3620,25,0.2,0.05,8,0.9,28,11247.62,35,3604.45
3621,25,0.2,0.05,8,0.9,13,10422.9,100.5,3366.26
3622,25,0.2,0.05,8,0.9,18,10424.96,99.5,3366.83
3623,22,0.15,0.11,14,0.6,28,10714.58,635,4070.5
3624,25,0.2,0.14,14,0.7,23,8889.32,44,3300.09
3625,25,0.2,0.14,14,0.7,18,8786.02,50,3270.29
3626,25,0.2,0.14,14,0.7,28,9209.71,3,3393.3
3627,25,0.2,0.14,14,0.7,13,8784.43,50.5,3269.83
3628,22,0.05,0.14,2,0.9,13,7651.48,762,2485.89
3629,22,0.05,0.14,2,0.9,23,8151.93,750,2634.8
3630,22,0.05,0.14,2,0.9,18,7654.2,762,2486.79
3631,22,0.05,0.14,2,0.9,28,8686.77,646,2812.61
3632,22,0.2,0.08,11,0.7,13,11836.58,707.5,4136.68
3633,22,0.2,0.08,11,0.7,23,11933.05,689,4167.71
3634,26,0.15,0.08,8,0.6,18,8017.05,71.5,2699.57
3635,26,0.15,0.08,8,0.6,13,8016.28,70.5,2699.36
3636,22,0.2,0.08,11,0.7,18,11838.46,707.5,4137.28
3637,26,0.1,0.08,11,0.7,28,7932.65,10,2911.71
3638,26,0.1,0.08,11,0.7,18,7594.28,46,2816.21
3639,26,0.1,0.08,11,0.7,23,7669.12,35.5,2837.15
3640,26,0.1,0.08,11,0.7,13,7593.2,46,2815.91
3641,26,0.15,0.08,8,0.6,28,8212.76,36.5,2752.86
3642,26,0.15,0.08,8,0.6,23,8026.94,57,2701.26
3643,22,0.2,0.08,11,0.7,28,12259.07,632,4272.13
3644,25,0.15,0.11,11,0.6,13,8211.82,78.5,2969.52
3645,25,0.1,0.11,14,0.7,23,7847.36,41,3111.08
3646,25,0.1,0.11,14,0.7,28,8140.58,7.5,3197.52
3647,25,0.1,0.11,14,0.7,13,7757.73,49.5,3084.63
3648,25,0.1,0.11,14,0.7,18,7759.06,49,3085.02
3649,25,0.15,0.11,11,0.6,18,8212.86,78,2969.82
3650,25,0.15,0.11,11,0.6,23,8240.24,65,2977.42
3651,25,0.15,0.11,11,0.6,28,8446.64,28,3036.85
3652,24,0.15,0.14,14,0.6,13,8639.08,335,3318.48
3653,24,0.15,0.14,14,0.6,18,8640.36,335.5,3318.87
3654,24,0.15,0.14,14,0.6,23,8683.16,315,3332.62
3655,24,0.15,0.14,14,0.6,28,8909.58,233.5,3400.72
3656,26,0.2,0.14,2,0.7,23,7508.34,88,2127.76
3657,26,0.2,0.14,2,0.7,28,7790.49,40.5,2204.24
3658,26,0.2,0.14,2,0.7,13,7412.47,102.5,2102.15
3659,26,0.2,0.14,2,0.7,18,7413.83,103,2102.51
3660,26,0.2,0.05,5,0.7,18,9594.26,96.5,2913.54
3661,26,0.2,0.05,5,0.7,13,9593.36,96.5,2913.3
3662,22,0.2,0.05,11,0.9,23,13370.67,663.5,4620.93
3663,22,0.2,0.05,11,0.9,28,14017.84,580.5,4828.55
3664,22,0.2,0.05,11,0.9,13,13104.23,680.5,4535.16
3665,22,0.2,0.05,11,0.9,18,13107.07,680.5,4536.07
3666,26,0.2,0.05,5,0.7,28,9901.57,54.5,2997.27
3667,26,0.2,0.05,5,0.7,23,9654.95,85,2929.45
3668,26,0.1,0.05,11,0.9,13,8554.75,55,3090.65
3669,26,0.15,0.14,14,0.6,28,7685.4,0.5,2984.06
3670,26,0.15,0.14,14,0.6,23,7474.86,9.5,2924.03
3671,26,0.1,0.05,11,0.9,18,8556.58,55,3091.16
3672,26,0.1,0.05,11,0.9,23,8848.55,44.5,3174.74
3673,25,0.2,0.08,8,0.7,13,9374.19,97,3062.48
3674,26,0.1,0.05,11,0.9,28,9358.59,10,3318.65
3675,26,0.15,0.14,14,0.6,18,7440.4,16.5,2914.22
3676,26,0.15,0.14,14,0.6,13,7439.4,16,2913.94
3677,25,0.2,0.08,8,0.7,23,9457.07,83,3085.48
3678,25,0.2,0.08,8,0.7,18,9375.46,96.5,3062.84
3679,25,0.2,0.08,8,0.7,28,9739.91,42.5,3165.75
3680,23,0.2,0.05,8,0.7,18,12075.48,559.5,3952.71
3681,23,0.2,0.05,8,0.7,13,12074.12,559.5,3952.3
3682,25,0.1,0.08,14,0.9,13,8264.59,45.5,3233.07
3683,23,0.2,0.05,8,0.7,28,12425.9,471.5,4058.65
3684,25,0.1,0.08,14,0.9,18,8266.91,45.5,3233.74
3685,23,0.2,0.05,8,0.7,23,12144.26,532,3973.15
3686,25,0.1,0.08,14,0.9,23,8592.82,37,3331.57
3687,25,0.1,0.08,14,0.9,28,9143.81,3,3491.2
3688,24,0.2,0.11,11,0.7,13,9640.2,339.5,3359.44
3689,24,0.2,0.11,11,0.7,18,9641.83,339,3359.91
3690,24,0.2,0.11,11,0.7,23,9738.85,324.5,3388.33
3691,24,0.2,0.11,11,0.7,28,10054.52,222,3481.73
3692,23,0.2,0.14,14,0.7,28,10619.84,420,3890.34
3693,23,0.2,0.14,14,0.7,13,10161.3,509,3747.89
3694,23,0.2,0.14,14,0.7,18,10163.3,508.5,3748.51
3695,23,0.2,0.14,14,0.7,23,10275.01,487,3783.16
3696,26,0.2,0.11,2,0.9,23,8036.7,85,2278.75
3697,26,0.2,0.11,2,0.9,18,7687.42,89,2178.23
3698,26,0.2,0.11,2,0.9,13,7685.16,89.5,2177.64
3699,26,0.2,0.11,2,0.9,28,8591.3,10.5,2430.39
3700,25,0.2,0.14,5,0.9,18,8117.13,98,2504.94
3701,25,0.2,0.14,5,0.9,13,8114.42,99.5,2504.2
3702,25,0.2,0.14,5,0.9,28,9070.55,7,2778.4
3703,25,0.2,0.14,5,0.9,23,8461.02,119.5,2605.77
3704,25,0.2,0.11,8,0.6,28,8953.4,46,2936.87
3705,25,0.2,0.11,8,0.6,23,8746.28,92,2878.38
3706,25,0.2,0.11,8,0.6,18,8715.95,109,2870.93
3707,25,0.1,0.08,5,0.9,23,8065.19,104.5,2608.45
3708,25,0.1,0.08,5,0.9,28,8579.88,27,2752.08
3709,23,0.05,0.05,2,0.8,28,10291.41,496,3213.18
3710,25,0.1,0.08,5,0.9,13,7726.56,109.5,2504.83
3711,22,0.15,0.11,5,0.7,13,9852.91,755,3217.57
3712,25,0.1,0.08,5,0.9,18,7728.75,109.5,2505.44
3713,23,0.05,0.05,2,0.8,23,9925.05,587.5,3100.29
3714,23,0.05,0.05,2,0.8,18,9789,610,3057.95
3715,23,0.05,0.05,2,0.8,13,9787.52,610,3057.49
3716,25,0.2,0.11,8,0.6,13,8714.88,109,2870.63
3717,22,0.15,0.11,5,0.7,28,10270.02,675.5,3349.04
3718,22,0.15,0.11,5,0.7,18,9854.82,755.5,3218.18
3719,22,0.15,0.11,5,0.7,23,9948.22,738,3247.49
3720,24,0.2,0.14,11,0.6,23,9229.46,342,3236.56
3721,24,0.2,0.14,11,0.6,28,9457.61,257,3303.84
3722,24,0.2,0.14,11,0.6,13,9181.47,363.5,3222.83
3723,24,0.2,0.14,11,0.6,18,9182.81,363.5,3223.22
3724,24,0.1,0.11,8,0.9,23,8232.13,348.5,2884.6
3725,24,0.1,0.11,8,0.9,18,7865.2,345,2771.73
3726,24,0.1,0.11,8,0.9,28,8782.37,180.5,3046.57
3727,25,0.1,0.05,14,0.9,23,9738.08,55.5,3655.5
3728,22,0.05,0.08,5,0.8,23,9468.73,721.5,3234.61
3729,25,0.1,0.05,14,0.9,28,10276.9,15,3813.3
3730,22,0.05,0.08,5,0.8,18,9249.8,741.5,3166.99
3731,22,0.05,0.08,5,0.8,13,9247.91,741.5,3166.36
3732,24,0.1,0.11,8,0.9,13,7862.62,345,2770.97
3733,25,0.1,0.05,14,0.9,13,9445.53,63,3570.6
3734,25,0.1,0.05,14,0.9,18,9447.55,63,3571.18
3735,22,0.05,0.08,5,0.8,28,9844.54,646,3358.54
3736,23,0.1,0.14,11,0.9,18,8252.88,507.5,3127.42
3737,23,0.1,0.14,11,0.9,13,8249.84,508.5,3126.46
3738,23,0.1,0.14,11,0.9,28,9256.87,380,3438.64
3739,23,0.1,0.14,11,0.9,23,8653.11,506,3247.69
3740,24,0.05,0.05,14,0.7,18,9724.78,272,3744.31
3741,24,0.05,0.05,14,0.7,13,9723.73,272.5,3743.98
3742,24,0.05,0.05,14,0.7,28,10040.61,164.5,3841.24
3743,24,0.05,0.05,14,0.7,23,9775.83,256,3761.04
3744,26,0.1,0.14,2,0.6,13,6110.06,116.5,1825.79
3745,26,0.1,0.14,2,0.6,23,6126.18,95.5,1829.19
3746,26,0.1,0.14,2,0.6,18,6110.95,117,1826.04
3747,26,0.1,0.14,2,0.6,28,6310.44,56,1879.62
3748,23,0.2,0.05,8,0.6,23,12030.31,545,3938.48
3749,23,0.2,0.05,8,0.6,18,12021.55,568,3936.4
3750,23,0.2,0.05,8,0.6,28,12223.31,493.5,3996.66
3751,23,0.2,0.05,8,0.6,13,12020.55,568,3936.1
3752,22,0.2,0.08,11,0.6,18,11776.19,714,4117.41
3753,23,0.1,0.05,14,0.8,28,11670.35,405,4344.99
3754,22,0.2,0.08,11,0.6,13,11774.73,714,4116.94
3755,22,0.2,0.08,11,0.6,28,12038.77,653,4201.76
3756,22,0.2,0.08,11,0.6,23,11814.78,696,4130.53
3757,23,0.1,0.05,14,0.8,13,11091.12,495,4165.07
3758,23,0.1,0.05,14,0.8,18,11092.83,495,4165.62
3759,23,0.1,0.05,14,0.8,23,11265.11,477,4217.3
3760,24,0.1,0.08,2,0.6,23,8232.11,446.5,2499.68
3761,24,0.1,0.08,2,0.6,18,8238.37,481.5,2501.54
3762,24,0.1,0.08,2,0.6,13,8237.4,482.5,2501.26
3763,24,0.1,0.08,2,0.6,28,8425.32,345,2554.93
3764,26,0.2,0.14,11,0.7,18,7952.43,29.5,2820.77
3765,23,0.1,0.11,5,0.6,13,8364.78,626.5,2773.58
3766,23,0.1,0.11,5,0.6,18,8366.03,626,2773.97
3767,26,0.2,0.14,11,0.7,23,8052.02,17,2848.24
3768,26,0.2,0.14,11,0.7,28,8353.47,0,2932.69
3769,23,0.1,0.11,5,0.6,23,8375.73,592.5,2778.06
3770,26,0.2,0.14,11,0.7,13,7951.02,29.5,2820.39
3771,23,0.1,0.11,5,0.6,28,8589.57,530.5,2841.96
3772,26,0.05,0.11,14,0.7,23,6697.01,11.5,2798.47
3773,26,0.05,0.11,14,0.7,28,6950.24,0,2870.13
3774,26,0.05,0.11,14,0.7,13,6586.04,17.5,2765.32
3775,26,0.05,0.11,14,0.7,18,6587.18,17.5,2765.64
3776,22,0.1,0.14,8,0.6,13,8774.58,742,3148.49
3777,22,0.1,0.14,8,0.6,28,9035.5,671,3234.28
3778,22,0.1,0.14,8,0.6,18,8776.09,742.5,3149
3779,22,0.1,0.14,8,0.6,23,8799.53,725.5,3159.49
3780,26,0.1,0.05,2,0.9,28,8847.64,41.5,2603.55
