Tmin (C ),Subcooling  (oC),System pressure (MPa),Material ,L/D,_f,_w,_f/_w,Tmin (Mori),Tmin (Adler),Tmin (Dhir),Tmin (Lauer),Tmin (Freud),Tmin (shikha_7),Tmin (shikha_8),Tmin (shikha_9),Tmin (Brenson),Tmin (Henry),Tmin (Perenson),Tmin (Shikha),Tmin (Sakurai),Tmin (Henry_1atm),Tmin (exp_1atm),Tmin (exp2_1atm),Tmin (ANN_1atm)
396.9482,0.447786,0.1,Zirconium,6.35,2744221.527,2.30E+07,0.119313979,243.358395,232.686716,204.582288,331.2388029,261.0479522,280.3435242,311.701753,259.134502,143.2540513,278.0950714,686.9499651,341.4716737,490.9706615,0,0,0,0
395.1733,0.945622,0.1,Zirconium,6.35,2744200.507,2.30E+07,0.119313066,247.092165,235.673732,208.564976,334.1725504,264.8812894,285.1725334,316.929031,262.619354,143.2645215,279.7906181,693.3541339,343.801113,490.9706615,0,0,0,0
393.3984,1.19454,0.1,Zirconium,6.35,2744188.78,2.30E+07,0.119312556,248.95905,237.16724,210.55632,335.6394242,266.797958,287.587038,319.54267,264.36178,143.2697591,280.6386455,696.5567477,344.9659409,490.9706615,0,0,0,0
398.7232,1.412343,0.1,Zirconium,6.35,2744177.852,2.30E+07,0.119312081,250.5925725,238.474058,212.298744,336.9229373,268.4750411,289.6997271,321.8296015,265.886401,143.2743433,281.3808074,699.3593197,345.985223,490.9706615,0,0,0,0
443.0968,1.78572,0.1,Zirconium,6.35,2744157.666,2.30E+07,0.119311203,253.3929,240.71432,215.28576,339.123248,271.350044,293.321484,325.75006,268.50004,143.2822048,282.6533869,704.1643576,347.7326932,490.9706615,0,0,0,0
526.5193,1.754605,0.1,Zirconium,6.35,2744159.418,2.30E+07,0.119311279,253.1595375,240.52763,215.03684,338.9398873,271.1104585,293.0196685,325.4233525,268.282235,143.2815495,282.5473232,703.7639046,347.5870634,490.9706615,0,0,0,0
531.8442,2.096867,0.1,Zirconium,6.35,2744139.441,2.30E+07,0.11931041,255.7265025,242.581202,217.774936,340.9568372,273.7458759,296.3396099,329.0171035,270.678069,143.2887589,283.7141575,708.1691481,349.1890384,490.9706615,0,0,0,0
491.9079,7.261915,0.1,Zirconium,6.35,2743647.631,2.30E+07,0.119289027,294.4643625,273.57149,259.09532,371.3944651,313.5167455,346.4405755,383.2501075,306.833405,143.3979361,301.3608909,774.725963,373.3802067,490.9706615,0,0,0,0
541.6064,8.506505,0.1,Zirconium,6.35,2743474.81,2.30E+07,0.119281513,303.7987875,281.03903,269.05204,378.728834,323.1000885,358.5130985,396.3183025,315.545535,143.4243522,305.6236379,790.7847635,379.2137127,490.9706615,0,0,0,0
588.6424,9.688866,0.1,Zirconium,6.35,2743290.707,2.30E+07,0.119273509,312.666495,288.133196,278.510928,385.6964873,332.2042682,369.9820002,408.733093,323.822062,143.4494871,309.6769628,806.0478756,384.7570342,490.9706615,0,0,0,0
616.1541,11.08903,0.1,Zirconium,6.35,2743047.337,2.30E+07,0.119262928,323.167725,296.53418,289.71224,393.9476538,342.985531,383.563591,423.434815,333.62321,143.4793024,314.481585,824.1315363,391.3233283,490.9706615,0,0,0,0
612.6042,14.2005,0.1,Zirconium,6.35,2742406.631,2.30E+07,0.119235071,346.50375,315.203,314.604,412.2835465,366.94385,413.74485,456.10525,355.4035,143.5457559,325.176221,864.3508484,405.9219639,490.9706615,0,0,0,0
648.9906,16.0985,0.1,Zirconium,6.35,2741947.017,2.30E+07,0.119215088,360.73875,326.591,329.788,423.4684605,381.55845,432.15545,476.03425,368.6895,143.5864281,331.7117494,888.9064237,414.8316394,490.9706615,0,0,0,0
631.2412,16.90749,0.1,Zirconium,6.35,2741735.033,2.30E+07,0.119205871,366.806175,331.44494,336.25992,428.2358386,387.787673,440.002653,484.528645,374.35243,143.6037956,334.500077,899.3776325,418.6302327,490.9706615,0,0,0,0
657.8653,18.68103,0.1,Zirconium,6.35,2741236.275,2.30E+07,0.119184186,380.107725,342.08618,350.44824,438.6873098,401.443931,457.205991,503.150815,386.76721,143.6419367,340.6184092,922.3433026,426.9598702,490.9706615,0,0,0,0
380.0862566,0,0.1,316 stainless steel,63.5,2744237.67,5.10E+07,0.053808582,240,230,201,328.6,257.6,276,307,256,143.2446393,229.9444759,429.0556729,282.7536111,490.9706615,0,0,0,0
367.6616328,0.012179332,0.1,317 stainless steel,63.5,2744237.266,5.10E+07,0.053808574,240.091345,230.073076,201.0974347,328.6717728,257.6937809,276.1181395,307.127883,256.0852553,143.2448953,229.9685013,429.1390088,282.794214,490.9706615,0,0,0,0
405.8229773,0.852277502,0.1,318 stainless steel,63.5,2744204.695,5.10E+07,0.053807935,246.3920813,235.113665,207.81822,333.6224713,264.1625368,284.2670918,315.9489138,261.9659425,143.2625579,231.6262786,434.8883926,285.595203,490.9706615,0,0,0,0
482.1456662,5.301686329,0.1,319 stainless steel,63.5,2743876.701,5.10E+07,0.053801504,279.7626475,261.810118,243.4134906,359.8428375,298.4229847,327.4263574,362.6677065,293.1118043,143.3564166,240.4249688,465.3739724,300.4397404,490.9706615,0,0,0,0
491.9078706,7.604177609,0.1,320 stainless steel,63.5,2743602.238,5.10E+07,0.053796122,297.0313321,275.6250657,261.8334209,373.4114186,316.1521676,349.7605228,386.8438649,309.2292433,143.4051963,244.9902171,481.1720626,308.1276875,490.9706615,0,0,0,0
560.2433013,13.76489752,0.1,321 stainless steel,63.5,2742504.711,5.10E+07,0.053774602,343.2367314,312.5893851,311.1191802,409.7165411,363.5897109,409.5195059,451.531424,352.3542826,143.536436,257.2445999,523.512404,328.7174548,490.9706615,0,0,0,0
600.1795921,20.17453541,0.1,322 stainless steel,63.5,2740779.638,5.10E+07,0.053740777,391.3090156,351.0472125,362.3962833,447.4885372,412.9439227,471.6929935,518.8326218,397.2217479,143.6741272,270.0524348,567.6617951,350.1665039,490.9706615,0,0,0,0
591.3048608,30.84689365,0.1,323 stainless steel,63.5,2736506.059,5.10E+07,0.053656982,471.3517024,415.0813619,447.7751492,510.3807443,495.1210811,575.2148684,630.8923833,471.9282556,143.9061209,291.5012564,641.3597845,385.9329511,490.9706615,0,0,0,0
365.6401663,0.11935235,0.1,1018 carbon steel,6.68,2744233.623,1.62E+08,0.016939714,240.8951426,230.7161141,201.9548188,329.3033434,258.5190131,277.1577178,308.2531997,256.8354665,143.2471475,211.5421411,357.9452289,262.2504396,490.9706615,0,0,0,0
367.4890686,0.313819519,0.1,1019 carbon steel,6.68,2744226.63,1.62E+08,0.016939671,242.3536464,231.8829171,203.5105562,330.4493384,260.0164103,279.0440493,310.2951049,258.1967366,143.251235,211.8149449,358.943058,262.8025328,490.9706615,0,0,0,0
364.4075647,0.400249372,0.1,1020 carbon steel,6.68,2744223.364,1.62E+08,0.01693965,243.0018703,232.4014962,204.201995,330.9586695,260.6819202,279.8824189,311.2026184,258.8017456,143.2530519,211.936205,359.3865656,263.0479163,490.9706615,0,0,0,0
332.359924,0.400249372,0.1,1021 carbon steel,6.68,2744223.364,1.62E+08,0.01693965,243.0018703,232.4014962,204.201995,330.9586695,260.6819202,279.8824189,311.2026184,258.8017456,143.2530519,211.936205,359.3865656,263.0479163,490.9706615,0,0,0,0
381.0476858,1.350977753,0.1,1022 carbon steel,6.68,2744180.994,1.62E+08,0.016939389,250.1323331,238.1058665,211.807822,336.5613119,268.0025287,289.1044842,321.1852664,265.4568443,143.2730516,213.2706283,364.266277,265.7474879,490.9706615,0,0,0,0
384.1291898,1.070080732,0.1,1023 carbon steel,6.68,2744194.745,1.62E+08,0.016939474,248.0256055,236.4204844,209.5606459,334.9059858,265.8396216,286.3797831,318.2358477,263.4905651,143.2671401,212.8762597,362.8243295,264.94982,490.9706615,0,0,0,0
384.1291898,1.178118048,0.1,1024 carbon steel,6.68,2744189.578,1.62E+08,0.016939442,248.8358854,237.0687083,210.4249444,335.5426497,266.671509,287.4277451,319.3702395,264.2468263,143.2694135,213.0279293,363.3789035,265.2566087,490.9706615,0,0,0,0
443.9103657,2.517780767,0.1,1025 carbon steel,6.68,2744112.75,1.62E+08,0.016938968,258.8833558,245.1066846,221.1422461,343.4372821,276.9869119,300.4224734,333.4366981,273.6244654,143.2976293,214.9097329,370.2578111,269.0614745,490.9706615,0,0,0,0
443.9103657,4.937816648,0.1,1026 carbon steel,6.68,2743913.471,1.62E+08,0.016937737,277.0336249,259.6268999,240.5025332,357.6985535,295.6211882,323.8968215,358.8470748,290.5647165,143.348721,218.3142378,382.6943076,275.937942,490.9706615,0,0,0,0
473.4928032,7.076955507,0.1,1027 carbon steel,6.68,2743671.491,1.62E+08,0.016936244,293.0771663,272.461733,257.6156441,370.3044988,312.0925574,344.6464684,381.3080328,305.5386885,143.394014,221.3289897,393.6977692,282.0195416,490.9706615,0,0,0,0
494.4470298,6.039797272,0.1,1028 carbon steel,6.68,2743796.6,1.62E+08,0.016937016,285.2984795,266.2387836,249.3183782,364.1925253,304.106439,334.5860335,370.4178714,298.2785809,143.3720382,219.8666627,388.3615512,279.070508,490.9706615,0,0,0,0
553.6119049,7.16338536,0.1,1029 carbon steel,6.68,2743660.4,1.62E+08,0.016936175,293.7253902,272.9803122,258.3070829,370.8138299,312.7580673,345.484838,382.2155463,306.1436975,143.3958467,221.4509034,394.1425553,282.2653262,490.9706615,0,0,0,0
564.0890182,11.16076606,0.1,1030 carbon steel,6.68,2743034.123,1.62E+08,0.016932309,323.7057455,296.9645964,290.2861285,394.3703944,343.5378987,384.2594308,424.1880436,334.1253624,143.4808315,227.0982434,414.730456,293.6380805,490.9706615,0,0,0,0
567.1705221,13.99134374,0.1,1031 carbon steel,6.68,2742454.068,1.62E+08,0.016928729,344.9350781,313.9480624,312.9307499,411.0509887,365.3333468,411.7160343,453.9091093,353.9394062,143.5412802,231.1074432,429.3277211,301.6971618,490.9706615,0,0,0,0
592.4388542,20.12786329,0.1,1032 carbon steel,6.68,2740794.419,1.62E+08,0.016918484,390.9589747,350.7671797,362.0229063,447.2134984,412.5845473,471.2402739,518.3425645,396.895043,143.6731202,239.8274009,461.0229657,319.1844119,490.9706615,0,0,0,0
610.9278777,20.73287226,0.1,1033 carbon steel,6.68,2740600.241,1.62E+08,0.016917285,395.496542,354.3972336,366.8629781,450.7788162,417.2431164,477.1088609,524.6951587,401.1301058,143.6861783,240.6891534,464.1512601,320.9095963,490.9706615,0,0,0,0
609.0789753,30.32658593,0.1,1034 carbon steel,6.68,2736756.76,1.62E+08,0.01689356,467.4493945,411.9595156,443.6126874,507.3145709,491.1147117,570.1678835,625.4291523,468.2861015,143.8947285,254.4005845,513.8286549,348.2892084,490.9706615,0,0,0,0
406.42,14.77437,0.1,Stainless steel ,2.67,2742273.214,51662145.6,0.053080901,350.807775,318.64622,319.19496,415.6653624,371.362649,419.311389,462.130885,359.42059,143.5580425,258.9014314,529.2135662,331.7535781,490.9706615,0,0,0,0
355.42,9.926813,0.1,Stainless steel ,2.67,2743251.294,51662145.6,0.053099833,314.4510975,289.560878,280.414504,387.098709,334.0364601,372.2900861,411.2315365,325.487691,143.4545502,249.2839006,495.9843476,315.5758337,490.9706615,0,0,0,0
297.43,4.497781,0.1,Stainless steel ,2.67,2743955.548,51662145.6,0.053113465,273.7333575,256.986686,236.982248,355.1054234,292.2329137,319.6284757,354.2267005,287.484467,143.3394193,238.5543078,458.8425388,297.477878,490.9706615,0,0,0,0
296.11,1.904639,0.1,Stainless steel ,2.67,2744150.852,51662145.6,0.053117245,254.2847925,241.427834,216.237112,339.8240376,272.2657203,294.4749983,326.9987095,269.332473,143.2847095,233.445393,441.1313843,288.8416279,490.9706615,0,0,0,0
410.48,14.77437,0.1,Stainless steel ,2.67,2742273.214,51662145.6,0.053080901,350.807775,318.64622,319.19496,415.6653624,371.362649,419.311389,462.130885,359.42059,143.5580425,258.9014314,529.2135662,331.7535781,490.9706615,0,0,0,0
363.11,9.926813,0.1,Stainless steel ,2.67,2743251.294,51662145.6,0.053099833,314.4510975,289.560878,280.414504,387.098709,334.0364601,372.2900861,411.2315365,325.487691,143.4545502,249.2839006,495.9843476,315.5758337,490.9706615,0,0,0,0
314.19,4.497781,0.1,Stainless steel ,2.67,2743955.548,51662145.6,0.053113465,273.7333575,256.986686,236.982248,355.1054234,292.2329137,319.6284757,354.2267005,287.484467,143.3394193,238.5543078,458.8425388,297.477878,490.9706615,0,0,0,0
304.08,1.904639,0.1,Stainless steel ,2.67,2744150.852,51662145.6,0.053117245,254.2847925,241.427834,216.237112,339.8240376,272.2657203,294.4749983,326.9987095,269.332473,143.2847095,233.445393,441.1313843,288.8416279,490.9706615,0,0,0,0
427.91,14.77437,0.1,Stainless steel ,2.67,2742273.214,51662145.6,0.053080901,350.807775,318.64622,319.19496,415.6653624,371.362649,419.311389,462.130885,359.42059,143.5580425,258.9014314,529.2135662,331.7535781,490.9706615,0,0,0,0
353.5,9.926813,0.1,Stainless steel ,2.67,2743251.294,51662145.6,0.053099833,314.4510975,289.560878,280.414504,387.098709,334.0364601,372.2900861,411.2315365,325.487691,143.4545502,249.2839006,495.9843476,315.5758337,490.9706615,0,0,0,0
321.8,4.497781,0.1,Stainless steel ,2.67,2743955.548,51662145.6,0.053113465,273.7333575,256.986686,236.982248,355.1054234,292.2329137,319.6284757,354.2267005,287.484467,143.3394193,238.5543078,458.8425388,297.477878,490.9706615,0,0,0,0
307.73,1.904639,0.1,Stainless steel ,2.67,2744150.852,51662145.6,0.053117245,254.2847925,241.427834,216.237112,339.8240376,272.2657203,294.4749983,326.9987095,269.332473,143.2847095,233.445393,441.1313843,288.8416279,490.9706615,0,0,0,0
430.3,14.35594,0.1,Stainless steel ,2.67,2742370.967,51662145.6,0.053082793,347.66955,316.13564,315.84752,413.1995544,368.140738,415.252618,457.73737,356.49158,143.549083,258.0699223,526.3430039,330.3565139,490.9706615,0,0,0,0
351.92,9.147093,0.1,Stainless steel ,2.67,2743377.486,51662145.6,0.053102275,308.6031975,284.882558,274.176744,382.503819,328.0326161,364.7268021,403.0444765,320.029651,143.4379652,247.740171,490.6451015,312.975234,490.9706615,0,0,0,0
307.21,5.098822,0.1,Stainless steel ,2.67,2743897.422,51662145.6,0.05311234,278.241165,260.592932,241.790576,358.647358,296.8609294,325.4585734,360.537631,291.691754,143.3521257,239.7399512,462.9504296,299.4803643,490.9706615,0,0,0,0
305.4,2.089949,0.1,Stainless steel ,2.67,2744139.86,51662145.6,0.053117032,255.6746175,242.539694,217.719592,340.9160695,273.6926073,296.2725053,328.9444645,270.629643,143.2886132,233.8101344,442.3963948,289.4586069,490.9706615,0,0,0,0
452.8,14.35594,0.1,Stainless steel ,2.67,2742370.967,51662145.6,0.053082793,347.66955,316.13564,315.84752,413.1995544,368.140738,415.252618,457.73737,356.49158,143.549083,258.0699223,526.3430039,330.3565139,490.9706615,0,0,0,0
367.68,9.147093,0.1,Stainless steel ,2.67,2743377.486,51662145.6,0.053102275,308.6031975,284.882558,274.176744,382.503819,328.0326161,364.7268021,403.0444765,320.029651,143.4379652,247.740171,490.6451015,312.975234,490.9706615,0,0,0,0
333.41,5.098822,0.1,Stainless steel ,2.67,2743897.422,51662145.6,0.05311234,278.241165,260.592932,241.790576,358.647358,296.8609294,325.4585734,360.537631,291.691754,143.3521257,239.7399512,462.9504296,299.4803643,490.9706615,0,0,0,0
311.96,2.089949,0.1,Stainless steel ,2.67,2744139.86,51662145.6,0.053117032,255.6746175,242.539694,217.719592,340.9160695,273.6926073,296.2725053,328.9444645,270.629643,143.2886132,233.8101344,442.3963948,289.4586069,490.9706615,0,0,0,0
410.32,14.35594,0.1,Stainless steel ,2.67,2742370.967,51662145.6,0.053082793,347.66955,316.13564,315.84752,413.1995544,368.140738,415.252618,457.73737,356.49158,143.549083,258.0699223,526.3430039,330.3565139,490.9706615,0,0,0,0
356.29,9.147093,0.1,Stainless steel ,2.67,2743377.486,51662145.6,0.053102275,308.6031975,284.882558,274.176744,382.503819,328.0326161,364.7268021,403.0444765,320.029651,143.4379652,247.740171,490.6451015,312.975234,490.9706615,0,0,0,0
305.63,5.098822,0.1,Stainless steel ,2.67,2743897.422,51662145.6,0.05311234,278.241165,260.592932,241.790576,358.647358,296.8609294,325.4585734,360.537631,291.691754,143.3521257,239.7399512,462.9504296,299.4803643,490.9706615,0,0,0,0
302.59,2.089949,0.1,Stainless steel ,2.67,2744139.86,51662145.6,0.053117032,255.6746175,242.539694,217.719592,340.9160695,273.6926073,296.2725053,328.9444645,270.629643,143.2886132,233.8101344,442.3963948,289.4586069,490.9706615,0,0,0,0
413.47,14.38229,0.1,Stainless steel ,2.67,2742364.886,51662145.6,0.053082675,347.867175,316.29374,316.05832,413.354835,368.343633,415.508213,458.014045,356.67603,143.549647,258.1222779,526.5237608,330.4444885,490.9706615,0,0,0,0
372.15,9.948659,0.1,Stainless steel ,2.67,2743247.636,51662145.6,0.053099762,314.6149425,289.691954,280.589272,387.2274475,334.2046743,372.5019923,411.4609195,325.640613,143.4550151,249.3271655,496.1339643,315.6487031,490.9706615,0,0,0,0
322.3,4.193676,0.1,Stainless steel ,2.67,2743983.103,51662145.6,0.053113998,271.45257,255.162056,234.549408,353.3133327,289.8913052,316.6786572,351.033598,285.355732,143.332994,237.9546282,456.7644889,296.4648013,490.9706615,0,0,0,0
310.77,2.159465,0.1,Stainless steel ,2.67,2744135.62,51662145.6,0.05311695,256.1959875,242.95679,218.27572,341.3257272,274.2278805,296.9468105,329.6743825,271.116255,143.2900778,233.9469751,442.870969,289.6900636,490.9706615,0,0,0,0
438.49,14.38229,0.1,Stainless steel ,2.67,2742364.886,51662145.6,0.053082675,347.867175,316.29374,316.05832,413.354835,368.343633,415.508213,458.014045,356.67603,143.549647,258.1222779,526.5237608,330.4444885,490.9706615,0,0,0,0
354.14,9.948659,0.1,Stainless steel ,2.67,2743247.636,51662145.6,0.053099762,314.6149425,289.691954,280.589272,387.2274475,334.2046743,372.5019923,411.4609195,325.640613,143.4550151,249.3271655,496.1339643,315.6487031,490.9706615,0,0,0,0
330.61,4.193676,0.1,Stainless steel ,2.67,2743983.103,51662145.6,0.053113998,271.45257,255.162056,234.549408,353.3133327,289.8913052,316.6786572,351.033598,285.355732,143.332994,237.9546282,456.7644889,296.4648013,490.9706615,0,0,0,0
309.98,2.159465,0.1,Stainless steel ,2.67,2744135.62,51662145.6,0.05311695,256.1959875,242.95679,218.27572,341.3257272,274.2278805,296.9468105,329.6743825,271.116255,143.2900778,233.9469751,442.870969,289.6900636,490.9706615,0,0,0,0
432.98,14.38229,0.1,Stainless steel ,2.67,2742364.886,51662145.6,0.053082675,347.867175,316.29374,316.05832,413.354835,368.343633,415.508213,458.014045,356.67603,143.549647,258.1222779,526.5237608,330.4444885,490.9706615,0,0,0,0
350.04,9.948659,0.1,Stainless steel ,2.67,2743247.636,51662145.6,0.053099762,314.6149425,289.691954,280.589272,387.2274475,334.2046743,372.5019923,411.4609195,325.640613,143.4550151,249.3271655,496.1339643,315.6487031,490.9706615,0,0,0,0
316.52,4.193676,0.1,Stainless steel ,2.67,2743983.103,51662145.6,0.053113998,271.45257,255.162056,234.549408,353.3133327,289.8913052,316.6786572,351.033598,285.355732,143.332994,237.9546282,456.7644889,296.4648013,490.9706615,0,0,0,0
311.84,2.159465,0.1,Stainless steel ,2.67,2744135.62,51662145.6,0.05311695,256.1959875,242.95679,218.27572,341.3257272,274.2278805,296.9468105,329.6743825,271.116255,143.2900778,233.9469751,442.870969,289.6900636,490.9706615,0,0,0,0
439,14.95793,0.1,Stainless steel ,2.67,2742229.527,51662145.6,0.053080055,352.184475,319.74758,320.66344,416.7470815,372.776061,421.091921,464.058265,360.70551,143.5619745,259.2662833,530.4729782,332.3664895,490.9706615,0,0,0,0
372.02,8.984661,0.1,Stainless steel ,2.67,2743402.705,51662145.6,0.053102764,307.3849575,283.907966,272.877288,381.5466073,326.7818897,363.1512117,401.3389405,318.892627,143.4345123,247.4186942,489.5330274,312.4335308,490.9706615,0,0,0,0
340,4.749727,0.1,Stainless steel ,2.67,2743931.776,51662145.6,0.053113005,275.6229525,258.498362,238.997816,356.5901412,294.1728979,322.0723519,356.8721335,289.248089,143.3447444,239.051241,460.56437,298.317251,490.9706615,0,0,0,0
316.2,1.885201,0.1,Stainless steel ,2.67,2744151.978,51662145.6,0.053117267,254.1390075,241.311206,216.081608,339.7094895,272.1160477,294.2864497,326.7946105,269.196407,143.2843,233.4071368,440.9986976,288.7769118,490.9706615,0,0,0,0
403.4,14.95793,0.1,Stainless steel ,2.67,2742229.527,51662145.6,0.053080055,352.184475,319.74758,320.66344,416.7470815,372.776061,421.091921,464.058265,360.70551,143.5619745,259.2662833,530.4729782,332.3664895,490.9706615,0,0,0,0
354.98,8.984661,0.1,Stainless steel ,2.67,2743402.705,51662145.6,0.053102764,307.3849575,283.907966,272.877288,381.5466073,326.7818897,363.1512117,401.3389405,318.892627,143.4345123,247.4186942,489.5330274,312.4335308,490.9706615,0,0,0,0
288.12,4.749727,0.1,Stainless steel ,2.67,2743931.776,51662145.6,0.053113005,275.6229525,258.498362,238.997816,356.5901412,294.1728979,322.0723519,356.8721335,289.248089,143.3447444,239.051241,460.56437,298.317251,490.9706615,0,0,0,0
289.93,1.885201,0.1,Stainless steel ,2.67,2744151.978,51662145.6,0.053117267,254.1390075,241.311206,216.081608,339.7094895,272.1160477,294.2864497,326.7946105,269.196407,143.2843,233.4071368,440.9986976,288.7769118,490.9706615,0,0,0,0
413.27,14.95793,0.1,Stainless steel ,2.67,2742229.527,51662145.6,0.053080055,352.184475,319.74758,320.66344,416.7470815,372.776061,421.091921,464.058265,360.70551,143.5619745,259.2662833,530.4729782,332.3664895,490.9706615,0,0,0,0
357.87,8.984661,0.1,Stainless steel ,2.67,2743402.705,51662145.6,0.053102764,307.3849575,283.907966,272.877288,381.5466073,326.7818897,363.1512117,401.3389405,318.892627,143.4345123,247.4186942,489.5330274,312.4335308,490.9706615,0,0,0,0
308.37,4.749727,0.1,Stainless steel ,2.67,2743931.776,51662145.6,0.053113005,275.6229525,258.498362,238.997816,356.5901412,294.1728979,322.0723519,356.8721335,289.248089,143.3447444,239.051241,460.56437,298.317251,490.9706615,0,0,0,0
299.78,1.885201,0.1,Stainless steel ,2.67,2744151.978,51662145.6,0.053117267,254.1390075,241.311206,216.081608,339.7094895,272.1160477,294.2864497,326.7946105,269.196407,143.2843,233.4071368,440.9986976,288.7769118,490.9706615,0,0,0,0
427.01,14.12377,0.1,Stainless steel ,2.67,2742424.107,51662145.6,0.053083821,345.928275,314.74262,313.99016,411.8313766,366.353029,413.000569,455.299585,354.86639,143.5441139,257.6086597,524.7504259,329.5813898,490.9706615,0,0,0,0
354.03,9.469861,0.1,Stainless steel ,2.67,2743326.281,51662145.6,0.053101284,311.0239575,286.819166,276.758888,384.4058909,330.5179297,367.8576517,406.4335405,322.289027,143.4448286,248.3790935,492.8551077,314.0517079,490.9706615,0,0,0,0
313.51,4.475887,0.1,Stainless steel ,2.67,2743957.573,51662145.6,0.053113504,273.5691525,256.855322,236.807096,354.9764021,292.0643299,319.4161039,353.9968135,287.331209,143.3389566,238.5111292,458.692921,297.4049393,490.9706615,0,0,0,0
297.52,1.883415,0.1,Stainless steel ,2.67,2744152.081,51662145.6,0.053117269,254.1256125,241.30049,216.06732,339.6989646,272.1022955,294.2691255,326.7758575,269.183905,143.2842624,233.4036218,440.9865062,288.7709656,490.9706615,0,0,0,0
432.59,14.12377,0.1,Stainless steel ,2.67,2742424.107,51662145.6,0.053083821,345.928275,314.74262,313.99016,411.8313766,366.353029,413.000569,455.299585,354.86639,143.5441139,257.6086597,524.7504259,329.5813898,490.9706615,0,0,0,0
354.38,9.469861,0.1,Stainless steel ,2.67,2743326.281,51662145.6,0.053101284,311.0239575,286.819166,276.758888,384.4058909,330.5179297,367.8576517,406.4335405,322.289027,143.4448286,248.3790935,492.8551077,314.0517079,490.9706615,0,0,0,0
300.37,4.475887,0.1,Stainless steel ,2.67,2743957.573,51662145.6,0.053113504,273.5691525,256.855322,236.807096,354.9764021,292.0643299,319.4161039,353.9968135,287.331209,143.3389566,238.5111292,458.692921,297.4049393,490.9706615,0,0,0,0
299.71,1.883415,0.1,Stainless steel ,2.67,2744152.081,51662145.6,0.053117269,254.1256125,241.30049,216.06732,339.6989646,272.1022955,294.2691255,326.7758575,269.183905,143.2842624,233.4036218,440.9865062,288.7709656,490.9706615,0,0,0,0
448.19,14.12377,0.1,Stainless steel ,2.67,2742424.107,51662145.6,0.053083821,345.928275,314.74262,313.99016,411.8313766,366.353029,413.000569,455.299585,354.86639,143.5441139,257.6086597,524.7504259,329.5813898,490.9706615,0,0,0,0
361.92,9.469861,0.1,Stainless steel ,2.67,2743326.281,51662145.6,0.053101284,311.0239575,286.819166,276.758888,384.4058909,330.5179297,367.8576517,406.4335405,322.289027,143.4448286,248.3790935,492.8551077,314.0517079,490.9706615,0,0,0,0
323.7,4.475887,0.1,Stainless steel ,2.67,2743957.573,51662145.6,0.053113504,273.5691525,256.855322,236.807096,354.9764021,292.0643299,319.4161039,353.9968135,287.331209,143.3389566,238.5111292,458.692921,297.4049393,490.9706615,0,0,0,0
305.84,1.883415,0.1,Stainless steel ,2.67,2744152.081,51662145.6,0.053117269,254.1256125,241.30049,216.06732,339.6989646,272.1022955,294.2691255,326.7758575,269.183905,143.2842624,233.4036218,440.9865062,288.7709656,490.9706615,0,0,0,0
335.17,2.011752,0.1,Zirconium,2.67,2744144.554,41460642,0.066186736,255.08814,242.070512,217.094016,340.4552545,273.0904904,295.5139944,328.123396,270.082264,143.2869658,264.4983505,629.8484295,332.5180363,490.9706615,0,0,0,0
335.52,2.011752,0.1,Zirconium,2.67,2744144.554,41460642,0.066186736,255.08814,242.070512,217.094016,340.4552545,273.0904904,295.5139944,328.123396,270.082264,143.2869658,264.4983505,629.8484295,332.5180363,490.9706615,0,0,0,0
327.1,2.011752,0.1,Zirconium,2.67,2744144.554,41460642,0.066186736,255.08814,242.070512,217.094016,340.4552545,273.0904904,295.5139944,328.123396,270.082264,143.2869658,264.4983505,629.8484295,332.5180363,490.9706615,0,0,0,0
363.35,5.276989,0.1,Zirconium,2.67,2743879.254,41460642,0.066180337,279.5774175,261.661934,243.215912,359.6972962,298.2328153,327.1867933,362.4083845,292.938923,143.3558942,273.8535391,666.1546933,346.6022583,490.9706615,0,0,0,0
359.43,5.276989,0.1,Zirconium,2.67,2743879.254,41460642,0.066180337,279.5774175,261.661934,243.215912,359.6972962,298.2328153,327.1867933,362.4083845,292.938923,143.3558942,273.8535391,666.1546933,346.6022583,490.9706615,0,0,0,0
350.82,5.276989,0.1,Zirconium,2.67,2743879.254,41460642,0.066180337,279.5774175,261.661934,243.215912,359.6972962,298.2328153,327.1867933,362.4083845,292.938923,143.3558942,273.8535391,666.1546933,346.6022583,490.9706615,0,0,0,0
413.33,9.577287,0.1,Zirconium,2.67,2743308.915,41460642,0.066166581,311.8296525,287.463722,277.618296,385.0389523,331.3451099,368.8996839,407.5615135,323.041009,143.4471135,286.2104318,714.0442441,365.167393,490.9706615,0,0,0,0
406.7,9.577287,0.1,Zirconium,2.67,2743308.915,41460642,0.066166581,311.8296525,287.463722,277.618296,385.0389523,331.3451099,368.8996839,407.5615135,323.041009,143.4471135,286.2104318,714.0442441,365.167393,490.9706615,0,0,0,0
391.01,9.577287,0.1,Zirconium,2.67,2743308.915,41460642,0.066166581,311.8296525,287.463722,277.618296,385.0389523,331.3451099,368.8996839,407.5615135,323.041009,143.4471135,286.2104318,714.0442441,365.167393,490.9706615,0,0,0,0
474.23,15.0359,0.1,Zirconium,2.67,2742210.821,41460642,0.066140095,352.76925,320.2154,321.2872,417.2065587,373.37643,421.84823,464.87695,361.2513,143.5636449,301.9530389,774.9463388,388.7580503,490.9706615,0,0,0,0
